"X","NMI_cluster.label","ARI_cluster.label","ASW_label","ASW_label.batch","PCR_batch","cell_cycle_conservation","isolated_label_F1","isolated_label_silhouette","graph_conn","kBET","iLISI","cLISI","hvg_overlap","trajectory"
"/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/mnn_full",0.616016339075751,0.350522048165171,0.57582101225853,0.749756087886063,0,NA,0.7534516765286,0.543687243014574,0.9961572283437,0.0124933974811535,2.22044604925031e-16,0.993341576376798,NA,NA
"/mouse_brain_atac_peaks_small/metrics/unscaled/full_feature/mnn_full",0.646095247579841,0.415821158057056,0.585568405687809,0.813886733317288,0,NA,0.944424264438794,0.529073186218739,0.996828992951627,0.0097191802852373,2.22044604925031e-16,0.991226976409336,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/mnn_full",0.542667002640622,0.519502548278488,0.540609788149595,0.917122531435373,0.474144053681491,NA,0.739472206625491,0.540896330028772,0.986250589300682,0.117255610598914,0.256574202142709,0.863118710333752,NA,NA
"/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/scanorama_embed",0.709538563306291,0.594252261896916,0.555485086407149,0.830886831995376,0,NA,0.965825874694874,0.505189012536046,0.994312933023142,0.103649374879864,0.135153704254634,0.98805713840246,NA,NA
"/mouse_brain_atac_peaks_small/metrics/unscaled/full_feature/scanorama_embed",0.734212925860925,0.545157362211524,0.567243797307116,0.874079083619293,0,NA,0.977337110481586,0.513771044581272,0.996273087486859,0.137323416565535,0.194863228391893,0.987368513111759,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/scanorama_embed",0.504462535741132,0.372035857361259,0.527037578055024,0.919637497247234,0.210105072483929,NA,0.843736908253037,0.52706971013216,0.984631950106492,0.19029873439462,0.386046515783219,0.827490018295509,NA,NA
"/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/scanorama_full",0.608997309443852,0.380328089545781,0.54868122190237,0.735068856020038,0,NA,0.880570409982175,0.475981846451759,0.983723156503518,0.115941577222778,0.198458072764047,0.996529568252673,NA,NA
"/mouse_brain_atac_peaks_small/metrics/unscaled/full_feature/scanorama_full",0.735084455026835,0.697613332698181,0.560841262340546,0.747255864040812,0,NA,0.941949616648412,0.482714589685202,0.987714535664337,0.116915622652298,0.174954480160291,0.998686254454268,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/scanorama_full",0.465629463918299,0.321472401567287,0.519508810713887,0.816516456242852,0.185316179334233,NA,0.653794342164347,0.538148980587721,0.953577603573523,0.103769643025809,0.326549972593629,0.84369468159963,NA,NA
"/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/seurat_full",0.788623589948995,0.805573368624993,0.623843617737293,0.674766411119479,0.703992252253516,NA,0.876301541024573,0.543614812195301,0.990432277344423,0.0588096365569345,0.359639268822253,0.996836325517733,NA,NA
"/mouse_brain_atac_peaks_small/metrics/unscaled/full_feature/seurat_full",0.661326813673425,0.430803517351141,0.605465233325958,0.724129711532241,0.600490752032239,NA,0.964974982130093,0.553174961358309,0.992633745782836,0.0143275592419224,0.021102297598945,0.997181477174512,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/seurat_full",0.438744795618917,0.354861686834189,0.527705812826753,0.862813714125118,0.788013273840906,NA,0.564549180327869,0.547340210527182,0.968304782354724,0.138268868593752,0.497525911757545,0.685891557324054,NA,NA
"/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/seuratrpca_full",0.685843734135454,0.57637249114066,0.614978186786175,0.658761127936755,0.29910244323849,NA,0.891321344800626,0.67206235229969,0.986652324265397,0.021621499906042,0.131291139838639,0.995641567353977,NA,NA
"/mouse_brain_atac_peaks_small/metrics/unscaled/full_feature/seuratrpca_full",0.711681281363914,0.579388781089494,0.645762249827385,0.769554770375449,0.389500688628893,NA,0.926104972375691,0.620368182659149,0.990256931640617,0.0270219043795377,0.128024499621142,0.998078862888656,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/seuratrpca_full",0.459186514249451,0.336815570422142,0.525300407782197,0.876607866808466,0.870570310722077,NA,0.646854878652798,0.536108862608671,0.96771186252243,0.157298602726275,0.535825352931908,0.73056383774271,NA,NA
"/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/saucie_full",0.484903961906193,0.295125610197305,0.525122106075287,0.701041337809014,0.720711023198551,NA,0.419800460475825,0.412376239895821,0.886541283409965,0.108167135280445,0.453886226554644,0.835575774849384,NA,NA
"/mouse_brain_atac_peaks_small/metrics/unscaled/full_feature/saucie_full",0.499052985812933,0.346587073072888,0.597442679107189,0.78887195226305,0.946913456055046,NA,0.292531763247598,0.44686670601368,0.855102248509734,0.145406281499123,0.559374687961296,0.810812451298351,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/saucie_full",0.407553395699176,0.251843024271344,0.502890467178077,0.810663777979508,0.739525477671825,NA,0.279575741093283,0.448803793638945,0.78318469404828,0.244316211004026,0.582253824669754,0.696454528764877,NA,NA
"/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/saucie_embed",0.474382435510512,0.287629150580474,0.525059962645173,0.701532579789603,0.720722370778461,NA,0.386876640419948,0.41242690384388,0.886541283409965,0.107660621890651,0.459941068277767,0.836746056341921,NA,NA
"/mouse_brain_atac_peaks_small/metrics/unscaled/full_feature/saucie_embed",0.491349063263948,0.343768147570081,0.597291924059391,0.789306894777268,0.946911859697033,NA,0.297329376854599,0.446930821985006,0.855102248509734,0.143073848694716,0.553652878951386,0.809984815065656,NA,NA
"/mouse_brain_atac_genes_small/metrics/unscaled/full_feature/saucie_embed",0.391197593911273,0.215951525563671,0.502839981811121,0.811123455914815,0.739525772869557,NA,0.293931953700456,0.448820181190968,0.78318469404828,0.243281350340085,0.577904635187047,0.7080188177262,NA,NA
"/mouse_brain_atac_windows_small/metrics/unscaled/full_feature/trvae_embed",0.608979245413167,0.416163493596166,0.604586735367775,0.725829436077972,0.0774318707107938,NA,0.85792349726776,0.520471910014749,0.922950450412632,0.00033375755625,1.11022302462516e-16,0.99827969699422,NA,NA
"/mouse_brain_atac_peaks_small/metrics/unscaled/full_feature/trvae_embed",0.613763981355777,0.433054462520313,0.612702868878841,0.716850093947439,0.219636660302619,NA,0.961322081575246,0.556002959609032,0.919382040185404,0,1.11022302462516e-16,0.997333149654931,NA,NA
