CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,4.5614567,-5.9054365
Cell2,Group4,Batch1,3.424278,-7.7417865
Cell3,Group3,Batch1,-5.5917788,0.42391184
Cell4,Group3,Batch1,-6.3404336,2.6482344
Cell5,Group3,Batch1,-5.2140894,2.3264792
Cell6,Group2,Batch1,6.562188,3.3354013
Cell7,Group4,Batch1,5.007269,-5.347024
Cell8,Group3,Batch1,-5.795679,0.835016
Cell9,Group4,Batch1,6.046468,-7.233137
Cell10,Group2,Batch1,9.425304,2.4241006
Cell11,Group3,Batch1,-3.8073614,1.5042056
Cell12,Group2,Batch1,9.147145,3.974024
Cell13,Group4,Batch1,5.2120605,-8.014459
Cell14,Group2,Batch1,7.6386495,3.8862894
Cell15,Group2,Batch1,6.8194537,2.7967784
Cell16,Group4,Batch1,6.66428,-7.6671424
Cell17,Group1,Batch1,-13.388339,11.86413
Cell18,Group3,Batch1,-4.3408337,2.6824417
Cell19,Group2,Batch1,7.328421,4.0648665
Cell20,Group1,Batch1,-12.619273,11.876292
Cell21,Group4,Batch1,4.8388214,-5.640113
Cell22,Group4,Batch1,5.962373,-8.368343
Cell23,Group2,Batch1,7.4249887,4.1446977
Cell24,Group2,Batch1,6.9434605,3.286545
Cell25,Group4,Batch1,7.027955,-6.504572
Cell26,Group1,Batch1,-12.927114,12.3023615
Cell27,Group4,Batch1,4.623498,-8.615361
Cell28,Group4,Batch1,4.2291203,-6.149665
Cell29,Group4,Batch1,4.5839033,-6.9281745
Cell30,Group4,Batch1,5.3694854,-5.571361
Cell31,Group2,Batch1,6.7783136,3.3729794
Cell32,Group2,Batch1,6.666045,2.9949758
Cell33,Group2,Batch1,7.1898026,3.653674
Cell34,Group4,Batch1,7.1969357,-6.811796
Cell35,Group2,Batch1,8.080587,1.5634127
Cell36,Group4,Batch1,3.661718,-6.470682
Cell37,Group2,Batch1,9.659719,2.8842986
Cell38,Group4,Batch1,4.3431644,-6.6383243
Cell39,Group2,Batch1,8.502742,2.4955132
Cell40,Group3,Batch1,-4.5872717,2.234365
Cell41,Group3,Batch1,-4.050845,1.3562365
Cell42,Group3,Batch1,-6.5696197,0.85884047
Cell43,Group2,Batch1,8.320872,2.8737085
Cell44,Group4,Batch1,7.3172555,-6.9343324
Cell45,Group3,Batch1,-4.4412627,2.2107997
Cell46,Group4,Batch1,4.6187673,-5.3017673
Cell47,Group3,Batch1,-4.871651,1.8383292
Cell48,Group2,Batch1,9.519048,3.0219417
Cell49,Group4,Batch1,3.887822,-6.188941
Cell50,Group4,Batch1,6.535585,-5.8044286
Cell51,Group2,Batch1,7.4342413,2.8281982
Cell52,Group3,Batch1,-4.2535033,1.991144
Cell53,Group3,Batch1,-5.5651503,0.8283374
Cell54,Group2,Batch1,8.16324,2.113081
Cell55,Group2,Batch1,8.938854,1.9097884
Cell56,Group2,Batch1,7.59464,2.4392996
Cell57,Group4,Batch1,4.7989793,-4.826847
Cell58,Group2,Batch1,7.826499,1.3993894
Cell59,Group4,Batch1,5.7675204,-5.3942485
Cell60,Group3,Batch1,-6.3859057,1.5218381
Cell61,Group3,Batch1,-6.832593,0.9430204
Cell62,Group2,Batch1,8.384873,3.0376918
Cell63,Group2,Batch1,7.741536,3.0074275
Cell64,Group4,Batch1,4.7024193,-5.890488
Cell65,Group4,Batch1,3.8840342,-5.9144
Cell66,Group4,Batch1,6.9210534,-6.171137
Cell67,Group4,Batch1,4.1387296,-6.8428125
Cell68,Group1,Batch1,-12.846467,11.701858
Cell69,Group4,Batch1,4.5045466,-7.691666
Cell70,Group2,Batch1,6.565635,3.1673267
Cell71,Group3,Batch1,-4.5300803,1.9457688
Cell72,Group2,Batch1,9.172291,2.356572
Cell73,Group4,Batch1,5.0867643,-6.5886207
Cell74,Group2,Batch1,9.348185,3.2650094
Cell75,Group3,Batch1,-4.2362347,0.85499066
Cell76,Group2,Batch1,8.501076,1.6175808
Cell77,Group3,Batch1,-5.344635,2.8531568
Cell78,Group3,Batch1,-5.6570406,0.26695827
Cell79,Group3,Batch1,-4.753766,1.4656979
Cell80,Group2,Batch1,7.9028625,2.1896179
Cell81,Group4,Batch1,6.410411,-5.8820367
Cell82,Group2,Batch1,7.4674535,2.7871335
Cell83,Group2,Batch1,8.185378,1.565693
Cell84,Group3,Batch1,-5.5206003,2.3225317
Cell85,Group2,Batch1,7.6389403,2.5425901
Cell86,Group4,Batch1,7.0562506,-7.117941
Cell87,Group3,Batch1,-6.0260773,0.4752787
Cell88,Group4,Batch1,4.584603,-7.273702
Cell89,Group4,Batch1,4.6517215,-6.5134163
Cell90,Group4,Batch1,5.7275867,-7.617548
Cell91,Group4,Batch1,3.7159975,-7.022752
Cell92,Group4,Batch1,4.863052,-5.3895617
Cell93,Group4,Batch1,4.8584137,-8.567567
Cell94,Group2,Batch1,6.2377405,3.6582246
Cell95,Group2,Batch1,9.222554,3.577839
Cell96,Group4,Batch1,5.789675,-5.754547
Cell97,Group2,Batch1,8.1257105,1.8554257
Cell98,Group3,Batch1,-3.9296672,2.3802567
Cell99,Group2,Batch1,7.717703,2.0586722
Cell100,Group4,Batch1,6.328482,-6.388939
Cell101,Group4,Batch1,4.1877317,-6.734057
Cell102,Group4,Batch1,10.017695,2.271881
Cell103,Group4,Batch1,4.3305793,-7.3496685
Cell104,Group2,Batch1,7.4580693,3.346291
Cell105,Group2,Batch1,8.991666,2.4813254
Cell106,Group4,Batch1,5.5518084,-5.6098127
Cell107,Group4,Batch1,4.6856117,-7.094203
Cell108,Group2,Batch1,6.9134393,3.8033583
Cell109,Group3,Batch1,-4.670647,2.1408823
Cell110,Group4,Batch1,5.4704328,-5.828019
Cell111,Group4,Batch1,3.9864748,-8.201618
Cell112,Group3,Batch1,-4.7123394,0.6266979
Cell113,Group2,Batch1,8.16257,2.4955986
Cell114,Group1,Batch1,-13.132949,12.162963
Cell115,Group2,Batch1,8.348276,4.2478786
Cell116,Group2,Batch1,8.597985,3.3712769
Cell117,Group2,Batch1,9.015396,3.488779
Cell118,Group4,Batch1,3.6845598,-6.504233
Cell119,Group3,Batch1,-5.4006915,0.47207674
