CellID,Group,Batch,UMAP1,UMAP2
Cell1-0,Group4,Batch1,-3.2903,-14.735792
Cell2-0,Group4,Batch1,-4.6157,-14.6689005
Cell3-0,Group3,Batch1,-9.164937,15.468956
Cell4-0,Group3,Batch1,-8.960581,13.848035
Cell5-0,Group3,Batch1,-9.3057785,14.6666565
Cell6-0,Group2,Batch1,11.362973,4.7570753
Cell7-0,Group4,Batch1,-3.5211465,-13.73919
Cell8-0,Group3,Batch1,-10.230741,13.706305
Cell9-0,Group4,Batch1,-2.4821403,-15.402476
Cell10-0,Group2,Batch1,11.334527,4.412548
Cell11-0,Group3,Batch1,-8.37181,14.752546
Cell12-0,Group2,Batch1,10.160095,3.4418614
Cell13-0,Group4,Batch1,-4.557326,-14.990782
Cell14-0,Group2,Batch1,11.7629175,4.714482
Cell15-0,Group2,Batch1,11.311145,2.7341166
Cell16-0,Group4,Batch1,-3.0121038,-13.778089
Cell17-0,Group1,Batch1,-8.601511,-0.6078207
Cell18-0,Group3,Batch1,-10.955518,13.703674
Cell19-0,Group2,Batch1,11.565515,3.9865255
Cell20-0,Group1,Batch1,-8.707718,-0.14073578
Cell21-0,Group4,Batch1,-5.249675,-16.299995
Cell22-0,Group4,Batch1,-4.219033,-14.523967
Cell23-0,Group2,Batch1,10.284509,3.3394828
Cell24-0,Group2,Batch1,11.471769,1.7274764
Cell25-0,Group4,Batch1,-3.224057,-13.943868
Cell26-0,Group1,Batch1,-8.3297205,-0.63929987
Cell27-0,Group4,Batch1,-3.662117,-13.99693
Cell28-0,Group4,Batch1,-3.0073874,-13.528047
Cell29-0,Group4,Batch1,-2.698455,-15.179841
Cell30-0,Group4,Batch1,-2.7705753,-14.492793
Cell31-0,Group2,Batch1,11.026323,2.3706298
Cell32-0,Group2,Batch1,11.446862,3.654521
Cell33-0,Group2,Batch1,11.107172,3.5895255
Cell34-0,Group4,Batch1,-3.3548868,-13.808067
Cell35-0,Group2,Batch1,10.607825,2.871124
Cell36-0,Group4,Batch1,-4.0273037,-14.924307
Cell37-0,Group2,Batch1,11.220554,2.0273528
Cell38-0,Group4,Batch1,-3.3393176,-14.143826
Cell39-0,Group2,Batch1,9.9277,3.7703469
Cell40-0,Group3,Batch1,-8.5416,13.888343
Cell41-0,Group3,Batch1,-8.308764,14.13368
Cell42-0,Group3,Batch1,-9.585226,15.608482
Cell43-0,Group2,Batch1,12.5050125,3.0442865
Cell44-0,Group4,Batch1,-3.3397095,-13.703387
Cell45-0,Group3,Batch1,-9.982411,12.736904
Cell46-0,Group4,Batch1,-3.2349384,-14.527732
Cell47-0,Group3,Batch1,-9.025636,14.795647
Cell48-0,Group2,Batch1,10.130765,2.9638522
Cell49-0,Group4,Batch1,-3.132966,-14.679167
Cell50-0,Group4,Batch1,-5.561745,-15.56295
Cell51-0,Group2,Batch1,10.474358,4.4440002
Cell52-0,Group3,Batch1,-10.296085,13.385796
Cell53-0,Group3,Batch1,-8.528516,14.473567
Cell54-0,Group2,Batch1,10.552234,3.3095028
Cell55-0,Group2,Batch1,9.960864,2.2442834
Cell56-0,Group2,Batch1,10.28701,4.062498
Cell57-0,Group4,Batch1,-6.01916,-15.450369
Cell58-0,Group2,Batch1,10.279349,2.9022403
Cell59-0,Group4,Batch1,-3.8944304,-14.08179
Cell60-0,Group3,Batch1,-8.503027,14.672799
Cell61-0,Group3,Batch1,-8.656066,14.612163
Cell62-0,Group2,Batch1,10.935234,1.5308001
Cell63-0,Group2,Batch1,10.369616,3.2596214
Cell64-0,Group4,Batch1,-2.500903,-15.267062
Cell65-0,Group4,Batch1,-2.7846446,-14.195104
Cell66-0,Group4,Batch1,-2.7855453,-13.782184
Cell67-0,Group4,Batch1,-2.7720575,-14.400559
Cell68-0,Group1,Batch1,-8.611256,-0.15532438
Cell69-0,Group4,Batch1,-5.771476,-13.925063
Cell70-0,Group2,Batch1,11.215001,2.3590658
Cell71-0,Group3,Batch1,-9.2278185,14.17908
Cell72-0,Group2,Batch1,12.40889,2.5127778
Cell73-0,Group4,Batch1,-3.2315264,-13.654366
Cell74-0,Group2,Batch1,10.060838,3.2251208
Cell75-0,Group3,Batch1,-8.470692,13.528471
Cell76-0,Group2,Batch1,9.963005,2.1350229
Cell77-0,Group3,Batch1,-8.809062,13.98575
Cell78-0,Group3,Batch1,-8.808486,13.440187
Cell79-0,Group3,Batch1,-9.147815,14.299794
Cell80-0,Group2,Batch1,11.361103,3.9249508
Cell81-0,Group4,Batch1,-4.891335,-17.072943
Cell82-0,Group2,Batch1,9.895761,2.8711007
Cell83-0,Group2,Batch1,9.898874,3.045523
Cell84-0,Group3,Batch1,-8.475343,13.458596
Cell85-0,Group2,Batch1,12.4025345,2.6956182
Cell86-0,Group4,Batch1,-4.075016,-14.359049
Cell87-0,Group3,Batch1,-10.558828,14.674421
Cell88-0,Group4,Batch1,-3.9155464,-16.695486
Cell89-0,Group4,Batch1,-3.7829006,-14.538971
Cell90-0,Group4,Batch1,-3.0573323,-13.826814
Cell91-0,Group4,Batch1,-3.5312076,-15.387362
Cell92-0,Group4,Batch1,-2.8625867,-14.733979
Cell93-0,Group4,Batch1,-4.2543225,-14.486679
Cell94-0,Group2,Batch1,10.186249,3.9083922
Cell95-0,Group2,Batch1,10.082518,2.2784123
Cell96-0,Group4,Batch1,-4.6343417,-16.078749
Cell97-0,Group2,Batch1,11.20217,2.459805
Cell98-0,Group3,Batch1,-9.001838,13.740401
Cell99-0,Group2,Batch1,9.816726,3.206485
Cell100-0,Group4,Batch1,-2.9505038,-15.284583
Cell101-0,Group4,Batch1,-3.7255187,-14.638181
Cell102-0,Group4,Batch1,-2.8052053,-14.394905
Cell103-0,Group4,Batch1,-2.7154639,-15.236013
Cell104-0,Group2,Batch1,10.664056,2.177437
Cell105-0,Group2,Batch1,9.825451,2.8786628
Cell106-0,Group4,Batch1,-2.9134164,-14.521299
Cell107-0,Group4,Batch1,-3.29681,-14.084496
Cell108-0,Group2,Batch1,10.738157,3.9478028
Cell109-0,Group3,Batch1,-9.118462,14.804126
Cell110-0,Group4,Batch1,-3.977863,-15.144994
Cell111-0,Group4,Batch1,-3.8887935,-13.610432
Cell112-0,Group3,Batch1,-9.583092,14.331965
Cell113-0,Group2,Batch1,10.116616,2.3051515
Cell114-0,Group1,Batch1,-8.259998,-0.83120483
Cell115-0,Group2,Batch1,11.139698,2.3269045
Cell116-0,Group2,Batch1,10.229973,3.5076764
Cell117-0,Group2,Batch1,11.614018,2.9801552
Cell118-0,Group4,Batch1,-2.8108466,-14.628325
Cell119-0,Group3,Batch1,-10.549567,15.088415
Cell120-0,Group4,Batch1,-3.6083524,-13.896679
Cell121-0,Group2,Batch1,10.660644,2.1338682
Cell122-0,Group3,Batch1,-8.323018,14.8895855
Cell123-0,Group2,Batch1,11.0328245,1.7984959
Cell124-0,Group2,Batch1,11.824513,2.1179101
Cell125-0,Group2,Batch1,11.410949,3.5209227
