CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,9.966249,2.7431014
Cell2,Group4,Batch1,11.429775,2.640795
Cell3,Group3,Batch1,-11.468175,-6.4722366
Cell4,Group3,Batch1,-11.361184,-6.742742
Cell5,Group3,Batch1,-11.593608,-6.6264853
Cell6,Group2,Batch1,-0.29891855,2.974787
Cell7,Group4,Batch1,10.768547,3.2987926
Cell8,Group3,Batch1,-12.239566,-6.7495346
Cell9,Group4,Batch1,9.744538,2.6615987
Cell10,Group2,Batch1,0.5116903,3.247148
Cell11,Group3,Batch1,-11.377124,-6.7691646
Cell12,Group2,Batch1,-0.43444058,3.2790475
Cell13,Group4,Batch1,10.5394125,2.3207576
Cell14,Group2,Batch1,0.15010402,1.7649535
Cell15,Group2,Batch1,-0.42747083,2.7903497
Cell16,Group4,Batch1,9.902632,3.0903866
Cell17,Group1,Batch1,3.4550474,-10.136493
Cell18,Group3,Batch1,-10.940474,-6.8950834
Cell19,Group2,Batch1,0.7544576,1.1675359
Cell20,Group1,Batch1,3.4556231,-9.943131
Cell21,Group4,Batch1,10.415889,2.353027
Cell22,Group4,Batch1,9.997191,3.3019829
Cell23,Group2,Batch1,0.8623302,1.8333343
Cell24,Group2,Batch1,0.04188548,2.3704317
Cell25,Group4,Batch1,11.386686,3.6131935
Cell26,Group1,Batch1,3.526534,-10.077241
Cell27,Group4,Batch1,11.311723,3.088644
Cell28,Group4,Batch1,10.650305,3.2274194
Cell29,Group4,Batch1,10.49498,2.7389448
Cell30,Group4,Batch1,10.655262,2.3030663
Cell31,Group2,Batch1,-0.15748578,1.18268
Cell32,Group2,Batch1,0.41921726,1.7877293
Cell33,Group2,Batch1,0.1935671,1.6843415
Cell34,Group4,Batch1,10.215078,2.798845
Cell35,Group2,Batch1,0.007943723,2.274739
Cell36,Group4,Batch1,11.411905,3.1080809
Cell37,Group2,Batch1,0.6452445,1.2669209
Cell38,Group4,Batch1,10.563162,2.7218153
Cell39,Group2,Batch1,0.4566571,1.5073926
Cell40,Group3,Batch1,-11.391256,-6.647587
Cell41,Group3,Batch1,-11.113127,-6.850102
Cell42,Group3,Batch1,-11.371349,-6.259127
Cell43,Group2,Batch1,-0.1635948,3.714738
