CellID,Group,Batch,UMAP1,UMAP2
Cell1-0,Group4,Batch1,5.1692343,5.4799085
Cell2-0,Group4,Batch1,3.6742082,6.8906784
Cell3-0,Group3,Batch1,-2.837274,-8.6553545
Cell4-0,Group3,Batch1,-2.5470228,-7.801441
Cell5-0,Group3,Batch1,-3.025527,-6.365423
Cell6-0,Group2,Batch1,-10.460002,5.0822115
Cell7-0,Group4,Batch1,4.3241878,6.740648
Cell8-0,Group3,Batch1,-3.0023367,-7.104899
Cell9-0,Group4,Batch1,6.0957937,7.257948
Cell10-0,Group2,Batch1,-9.681115,6.2371016
Cell11-0,Group3,Batch1,-3.116735,-7.1291065
Cell12-0,Group2,Batch1,-9.738746,4.848048
Cell13-0,Group4,Batch1,5.3541355,8.818784
Cell14-0,Group2,Batch1,-10.42713,6.4567356
Cell15-0,Group2,Batch1,-10.719226,5.108358
Cell16-0,Group4,Batch1,5.1307793,6.6334667
Cell17-0,Group1,Batch1,11.30849,-3.3046675
Cell18-0,Group3,Batch1,-2.666925,-7.2469544
Cell19-0,Group2,Batch1,-10.410683,6.7196355
Cell20-0,Group1,Batch1,11.202147,-3.3703048
Cell21-0,Group4,Batch1,3.6335218,6.9968038
Cell22-0,Group4,Batch1,4.182497,6.796408
Cell23-0,Group2,Batch1,-10.993509,5.3468966
Cell24-0,Group2,Batch1,-11.146385,5.680641
Cell25-0,Group4,Batch1,4.6484246,6.394743
Cell26-0,Group1,Batch1,10.344229,-3.2522316
Cell27-0,Group4,Batch1,6.1536803,8.787448
Cell28-0,Group4,Batch1,6.6804485,6.4321494
Cell29-0,Group4,Batch1,4.1324315,6.6418967
Cell30-0,Group4,Batch1,3.4294522,8.183962
Cell31-0,Group2,Batch1,-11.354448,5.3467917
Cell32-0,Group2,Batch1,-11.084031,3.7635365
Cell33-0,Group2,Batch1,-10.507612,5.1601715
Cell34-0,Group4,Batch1,6.2205043,7.7639303
Cell35-0,Group2,Batch1,-11.397397,4.7207837
Cell36-0,Group4,Batch1,4.00613,6.7480173
Cell37-0,Group2,Batch1,-9.604557,3.9557796
Cell38-0,Group4,Batch1,5.504335,8.234265
Cell39-0,Group2,Batch1,-11.231095,3.9262648
Cell40-0,Group3,Batch1,-2.8267694,-6.909759
Cell41-0,Group3,Batch1,-3.422666,-7.315673
Cell42-0,Group3,Batch1,-1.8600826,-6.598814
Cell43-0,Group2,Batch1,-10.966125,5.473001
Cell44-0,Group4,Batch1,5.20086,8.313764
Cell45-0,Group3,Batch1,-3.7379286,-7.238939
Cell46-0,Group4,Batch1,4.25641,8.064909
Cell47-0,Group3,Batch1,-3.303699,-7.0602236
Cell48-0,Group2,Batch1,-10.388964,3.9980254
Cell49-0,Group4,Batch1,4.1169243,7.4819236
Cell50-0,Group4,Batch1,6.330823,8.382597
Cell51-0,Group2,Batch1,-10.07789,4.3102937
Cell52-0,Group3,Batch1,-3.4003751,-8.233085
Cell53-0,Group3,Batch1,-1.2447846,-7.882383
Cell54-0,Group2,Batch1,-10.521714,4.5690413
Cell55-0,Group2,Batch1,-8.952087,4.4588904
Cell56-0,Group2,Batch1,-9.294245,4.301762
Cell57-0,Group4,Batch1,3.7871404,6.9528327
Cell58-0,Group2,Batch1,-11.783907,4.811579
Cell59-0,Group4,Batch1,3.9440098,8.060436
Cell60-0,Group3,Batch1,-2.2486925,-8.7261715
Cell61-0,Group3,Batch1,-1.380211,-7.872366
Cell62-0,Group2,Batch1,-10.075779,4.6863594
Cell63-0,Group2,Batch1,-9.9067745,6.6430955
Cell64-0,Group4,Batch1,5.1590247,6.5344806
Cell65-0,Group4,Batch1,6.550326,7.894573
Cell66-0,Group4,Batch1,5.963248,5.8055615
Cell67-0,Group4,Batch1,4.8799376,8.382169
Cell68-0,Group1,Batch1,11.331011,-4.02399
Cell69-0,Group4,Batch1,4.5944614,6.4524264
Cell70-0,Group2,Batch1,-11.223845,5.3218217
Cell71-0,Group3,Batch1,-3.0395725,-8.171948
Cell72-0,Group2,Batch1,-10.267408,4.8787866
Cell73-0,Group4,Batch1,4.857816,5.8817725
Cell74-0,Group2,Batch1,-9.739204,6.724312
Cell75-0,Group3,Batch1,-3.5563064,-7.8303185
Cell76-0,Group2,Batch1,-11.263123,4.133125
Cell77-0,Group3,Batch1,-2.043511,-6.089178
Cell78-0,Group3,Batch1,-3.5785754,-8.473933
Cell79-0,Group3,Batch1,-1.2995074,-7.3532352
Cell80-0,Group2,Batch1,-9.797885,4.705576
Cell81-0,Group4,Batch1,6.921056,8.293477
Cell82-0,Group2,Batch1,-9.54885,5.8527
Cell83-0,Group2,Batch1,-9.231079,6.3701305
Cell84-0,Group3,Batch1,-1.8267171,-7.061633
Cell85-0,Group2,Batch1,-10.592223,6.5416894
Cell86-0,Group4,Batch1,6.4875407,8.410879
Cell87-0,Group3,Batch1,-2.0728056,-8.325229
Cell88-0,Group4,Batch1,6.6703773,7.7094154
Cell89-0,Group4,Batch1,4.9509473,6.7055283
Cell90-0,Group4,Batch1,5.9428754,7.162066
Cell91-0,Group4,Batch1,3.7059138,6.3853154
