,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,9.552207,-4.126649
Cell2,Group4,Batch1,7.7932444,-1.9245449
Cell3,Group3,Batch1,-0.22674622,11.053915
Cell4,Group3,Batch1,0.35443494,10.83987
Cell5,Group3,Batch1,0.9818655,11.305957
Cell6,Group2,Batch1,-7.1953297,0.7872354
Cell7,Group4,Batch1,9.161544,-0.62984186
Cell8,Group3,Batch1,1.483245,12.480818
Cell9,Group4,Batch1,9.946334,-1.0636549
Cell10,Group2,Batch1,-7.092592,-0.25443298
Cell11,Group3,Batch1,1.714534,11.015962
Cell12,Group2,Batch1,-8.806619,0.67481136
Cell13,Group4,Batch1,7.7386937,-3.082583
Cell14,Group2,Batch1,-7.963672,0.7834094
Cell15,Group2,Batch1,-8.818792,-1.8788157
Cell16,Group4,Batch1,8.856148,-0.66589355
Cell17,Group1,Batch1,-2.1043131,-10.86551
Cell18,Group3,Batch1,0.09619817,12.437225
Cell19,Group2,Batch1,-7.04924,0.025022304
Cell20,Group1,Batch1,-1.9028751,-10.949211
Cell21,Group4,Batch1,10.502294,-3.2028704
Cell22,Group4,Batch1,8.287373,-1.4505191
Cell23,Group2,Batch1,-7.797826,-0.94446415
Cell24,Group2,Batch1,-8.924135,-1.3900822
Cell25,Group4,Batch1,9.581459,-1.4209427
Cell26,Group1,Batch1,-2.81602,-11.122231
Cell27,Group4,Batch1,10.61298,-2.0874288
Cell28,Group4,Batch1,10.145177,-1.7685329
Cell29,Group4,Batch1,7.571508,-1.8890191
Cell30,Group4,Batch1,9.972244,-2.094391
Cell31,Group2,Batch1,-7.8318925,-1.0388182
Cell32,Group2,Batch1,-7.8455973,-0.3829016
Cell33,Group2,Batch1,-8.382597,-0.22191054
Cell34,Group4,Batch1,9.65674,-2.355727
Cell35,Group2,Batch1,-8.6247835,-1.9219236
Cell36,Group4,Batch1,9.994022,-2.2993062
Cell37,Group2,Batch1,-8.097457,-0.85010326
Cell38,Group4,Batch1,7.7063303,-3.0500734
Cell39,Group2,Batch1,-6.960367,-0.7582199
Cell40,Group3,Batch1,1.6641383,12.5470705
Cell41,Group3,Batch1,-0.15199304,12.303878
Cell42,Group3,Batch1,1.4420587,11.244999
Cell43,Group2,Batch1,-8.794795,-0.9173915
Cell44,Group4,Batch1,9.685741,-1.6253736
Cell45,Group3,Batch1,0.6376752,11.8466215
Cell46,Group4,Batch1,10.734733,-3.0919435
Cell47,Group3,Batch1,0.20010182,11.056149
Cell48,Group2,Batch1,-8.759881,-0.3532508
