,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,4.2168665,1.6433889
Cell2,Group4,Batch1,3.6541982,3.6499388
Cell3,Group3,Batch1,1.3691957,-4.815596
Cell4,Group3,Batch1,2.0532446,-5.529358
Cell5,Group3,Batch1,1.6677544,-4.3297653
Cell6,Group2,Batch1,-3.7223802,1.8558313
Cell7,Group4,Batch1,3.718171,3.4084575
Cell8,Group3,Batch1,2.7708416,-4.190964
Cell9,Group4,Batch1,2.3698502,2.102695
Cell10,Group2,Batch1,-3.9147928,-0.45229286
Cell11,Group3,Batch1,2.0840695,-4.442821
Cell12,Group2,Batch1,-2.1113644,0.7439103
Cell13,Group4,Batch1,2.213866,3.2844515
Cell14,Group2,Batch1,-3.8187728,0.34831944
Cell15,Group2,Batch1,-4.25756,1.4120891
Cell16,Group4,Batch1,6.591514,0.0394065
Cell17,Group1,Batch1,0.9200022,0.5402784
Cell18,Group3,Batch1,4.242996,-4.562715
Cell19,Group2,Batch1,-3.396971,-0.19185238
Cell20,Group1,Batch1,3.782153,-4.70622
Cell21,Group4,Batch1,5.0038204,2.0771196
Cell22,Group4,Batch1,3.5514872,2.8913717
Cell23,Group2,Batch1,-2.8070714,-2.0257847
Cell24,Group2,Batch1,-3.7885344,-1.9176894
Cell25,Group4,Batch1,2.512753,0.065314755
Cell26,Group1,Batch1,1.3602792,0.020566205
Cell27,Group4,Batch1,3.3085887,4.350334
Cell28,Group4,Batch1,4.52502,1.057004
Cell29,Group4,Batch1,5.170366,2.6396751
Cell30,Group4,Batch1,4.762944,1.1858786
Cell31,Group2,Batch1,-3.6578054,-0.00910664
Cell32,Group2,Batch1,-0.8446284,1.8921286
Cell33,Group2,Batch1,-1.5407507,-0.07954911
Cell34,Group4,Batch1,4.1566644,2.1071029
Cell35,Group2,Batch1,-1.9503386,-1.1797564
Cell36,Group4,Batch1,3.2393909,2.8930268
Cell37,Group2,Batch1,-1.9394642,0.27834594
Cell38,Group4,Batch1,4.593976,0.4549653
Cell39,Group2,Batch1,-2.0878916,1.2793849
Cell40,Group3,Batch1,4.028575,-5.140974
Cell41,Group3,Batch1,1.7361683,-5.2646017
Cell42,Group3,Batch1,4.232622,-5.328972
Cell43,Group2,Batch1,-1.8909632,1.4149535
Cell44,Group4,Batch1,4.190484,2.9077227
Cell45,Group3,Batch1,-0.1984051,-3.9529912
Cell46,Group4,Batch1,3.8633997,1.4660094
Cell47,Group3,Batch1,2.0035117,-5.4640126
Cell48,Group2,Batch1,-0.3006112,1.5893573
Cell49,Group4,Batch1,5.653033,1.9090551
Cell50,Group4,Batch1,4.196926,2.6520667
Cell51,Group2,Batch1,-2.2986028,-2.1958053
Cell52,Group3,Batch1,1.9132718,-3.7286716
Cell53,Group3,Batch1,3.2568793,-4.5683
Cell54,Group2,Batch1,-1.5602047,-0.29564193
Cell55,Group2,Batch1,-2.6160321,0.3837121
Cell56,Group2,Batch1,-1.9107102,-0.9017017
Cell57,Group4,Batch1,2.952997,1.8442445
Cell58,Group2,Batch1,-3.144695,-0.027844978
Cell59,Group4,Batch1,4.295628,3.2926488
Cell60,Group3,Batch1,3.2723875,-5.0456
Cell61,Group3,Batch1,0.43734348,-2.6584911
Cell62,Group2,Batch1,-3.1724668,0.8643277
Cell63,Group2,Batch1,-2.7271273,2.7073207
Cell64,Group4,Batch1,5.7499743,3.1026335
Cell65,Group4,Batch1,4.0248246,2.6901615
Cell66,Group4,Batch1,2.4151092,4.02801
Cell67,Group4,Batch1,3.1162288,0.47930047
Cell68,Group1,Batch1,1.8686577,-1.9680566
Cell69,Group4,Batch1,0.592385,2.254014
Cell70,Group2,Batch1,-0.97996724,-0.52544266
Cell71,Group3,Batch1,1.6208081,-5.257737
Cell72,Group2,Batch1,-1.6628675,1.0085808
Cell73,Group4,Batch1,4.0898438,3.7254543
Cell74,Group2,Batch1,-2.3219435,-0.16892993
Cell75,Group3,Batch1,1.9647728,-2.711668
Cell76,Group2,Batch1,-3.7182112,1.2280561
Cell77,Group3,Batch1,2.6808753,-5.099491
Cell78,Group3,Batch1,3.421605,-2.9683459
Cell79,Group3,Batch1,3.809035,-3.0948415
Cell80,Group2,Batch1,-2.0750215,-0.11834776
Cell81,Group4,Batch1,3.6957715,4.0684032
Cell82,Group2,Batch1,-3.671051,0.5151675
Cell83,Group2,Batch1,-2.4048607,-0.023452234
Cell84,Group3,Batch1,3.4033825,-3.590888
Cell85,Group2,Batch1,-1.680851,-0.32903403
Cell86,Group4,Batch1,1.9922376,3.4837947
Cell87,Group3,Batch1,1.1594638,-4.041875
Cell88,Group4,Batch1,1.8536645,4.1118026
Cell89,Group4,Batch1,0.5607294,3.5674005
Cell90,Group4,Batch1,2.7018583,3.9435532
Cell91,Group4,Batch1,3.2010386,3.3062818
Cell92,Group4,Batch1,1.5016129,3.2485206
Cell93,Group4,Batch1,2.8777192,2.4252212
Cell94,Group2,Batch1,-2.093479,-0.45140183
Cell95,Group2,Batch1,-3.1962175,-1.2520218
Cell96,Group4,Batch1,2.06851,2.6255016
Cell97,Group2,Batch1,-1.9638864,-1.0751401
Cell98,Group3,Batch1,2.771186,-4.562209
Cell99,Group2,Batch1,-3.6039567,2.19745
Cell100,Group4,Batch1,4.3432145,2.3699143
Cell101,Group4,Batch1,1.8278633,2.4749165
Cell102,Group4,Batch1,2.4268706,1.711789
Cell103,Group4,Batch1,4.738208,2.2064245
Cell104,Group2,Batch1,-4.6493587,-0.49778226
Cell105,Group2,Batch1,-3.798332,0.23154296
Cell106,Group4,Batch1,3.639048,1.2603873
Cell107,Group4,Batch1,2.7147844,3.3298821
Cell108,Group2,Batch1,-2.218817,-0.49697715
Cell109,Group3,Batch1,1.4444698,-5.6843386
Cell110,Group4,Batch1,4.648576,3.6438098
Cell111,Group4,Batch1,3.3215716,2.329669
Cell112,Group3,Batch1,4.105521,-5.7566943
Cell113,Group2,Batch1,-2.3530405,0.67937756
Cell114,Group1,Batch1,4.6974263,3.4427273
Cell115,Group2,Batch1,0.19138858,0.3880418
Cell116,Group2,Batch1,-4.0121512,1.5830497
Cell117,Group2,Batch1,-0.64485604,-0.24694312
Cell118,Group4,Batch1,4.8742933,0.20465265
Cell119,Group3,Batch1,3.1091378,-4.90366
Cell120,Group4,Batch1,1.5394667,1.8262281
