,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,16.533535,-1.0712547
Cell2,Group4,Batch1,14.902209,-1.750564
Cell3,Group3,Batch1,-12.869021,-2.4454072
Cell4,Group3,Batch1,-11.843874,-1.6598171
Cell5,Group3,Batch1,-12.872394,-1.5309192
Cell6,Group2,Batch1,-8.469483,11.487171
Cell7,Group4,Batch1,15.769324,-2.2648122
Cell8,Group3,Batch1,-11.897978,-1.5015787
Cell9,Group4,Batch1,14.739078,-3.7733405
Cell10,Group2,Batch1,-8.887771,12.369309
Cell11,Group3,Batch1,-13.8686495,-1.7087471
Cell12,Group2,Batch1,-8.20093,12.194653
Cell13,Group4,Batch1,16.661438,-1.6552404
Cell14,Group2,Batch1,-8.386882,13.169071
Cell15,Group2,Batch1,-8.298157,13.274055
Cell16,Group4,Batch1,16.014402,-1.4078414
Cell17,Group1,Batch1,0.7720965,7.0446997
Cell18,Group3,Batch1,-12.292285,-0.8984775
Cell19,Group2,Batch1,-7.6618137,13.162116
Cell20,Group1,Batch1,0.78114694,7.3973174
Cell21,Group4,Batch1,16.427979,-2.1947007
Cell22,Group4,Batch1,15.825084,-0.51840246
Cell23,Group2,Batch1,-9.143556,13.592629
Cell24,Group2,Batch1,-7.9577837,12.910291
Cell25,Group4,Batch1,14.001807,-1.5411725
Cell26,Group1,Batch1,0.5557772,6.9477477
Cell27,Group4,Batch1,15.46955,-1.6778437
Cell28,Group4,Batch1,15.454283,-3.3102083
Cell29,Group4,Batch1,15.553763,-2.3256435
Cell30,Group4,Batch1,14.218341,-2.3693342
Cell31,Group2,Batch1,-9.605168,13.057702
Cell32,Group2,Batch1,-8.824946,12.040044
Cell33,Group2,Batch1,-8.3244705,11.926146
Cell34,Group4,Batch1,14.202385,-2.6300414
Cell35,Group2,Batch1,-10.190415,12.319849
Cell36,Group4,Batch1,14.258187,-3.4442244
Cell37,Group2,Batch1,-9.69503,11.830862
Cell38,Group4,Batch1,16.176018,-1.9542195
Cell39,Group2,Batch1,-9.20032,12.778744
Cell40,Group3,Batch1,-13.113239,-2.938168
Cell41,Group3,Batch1,-12.631689,-1.5056374
Cell42,Group3,Batch1,-13.964873,-1.9662455
Cell43,Group2,Batch1,-7.225559,13.170847
Cell44,Group4,Batch1,13.7433,-2.4828892
Cell45,Group3,Batch1,-12.779431,-1.2990528
Cell46,Group4,Batch1,14.443401,-3.6498413
Cell47,Group3,Batch1,-13.828406,-1.7575734
Cell48,Group2,Batch1,-8.895215,12.574134
Cell49,Group4,Batch1,14.109285,-1.6044868
Cell50,Group4,Batch1,16.092764,-2.5070872
Cell51,Group2,Batch1,-8.940701,12.964061
Cell52,Group3,Batch1,-12.318715,-1.2499592
Cell53,Group3,Batch1,-12.014475,-1.4893451
Cell54,Group2,Batch1,-7.381982,12.491404
Cell55,Group2,Batch1,-7.7074695,12.504464
Cell56,Group2,Batch1,-7.8252,13.697762
Cell57,Group4,Batch1,15.918941,-1.7845948
Cell58,Group2,Batch1,-8.060686,13.62215
Cell59,Group4,Batch1,15.508678,-0.3762627
Cell60,Group3,Batch1,-12.542608,-2.5886908
Cell61,Group3,Batch1,-13.77516,-1.9754544
Cell62,Group2,Batch1,-9.952446,12.516309
Cell63,Group2,Batch1,-8.396318,12.708886
Cell64,Group4,Batch1,13.961444,-3.0649767
Cell65,Group4,Batch1,16.154057,-1.0238565
Cell66,Group4,Batch1,13.890728,-2.8481607
Cell67,Group4,Batch1,14.919055,-1.4548568
Cell68,Group1,Batch1,0.6463903,7.631332
Cell69,Group4,Batch1,15.3886795,-2.0703614
Cell70,Group2,Batch1,-8.362774,13.356458
Cell71,Group3,Batch1,-12.434841,-0.8318352
Cell72,Group2,Batch1,-9.285599,13.426513
Cell73,Group4,Batch1,15.726051,-1.8517483
Cell74,Group2,Batch1,-8.564667,11.6610565
Cell75,Group3,Batch1,-12.594019,-1.3988283
Cell76,Group2,Batch1,-8.458077,11.905966
Cell77,Group3,Batch1,-12.212726,-2.4243093
Cell78,Group3,Batch1,-12.988555,-2.401614
Cell79,Group3,Batch1,-12.868895,-1.5327581
Cell80,Group2,Batch1,-8.863193,13.129695
Cell81,Group4,Batch1,13.890526,-3.119053
Cell82,Group2,Batch1,-7.638642,11.878989
Cell83,Group2,Batch1,-7.722358,13.221829
Cell84,Group3,Batch1,-13.642578,-2.0708148
Cell85,Group2,Batch1,-9.04776,12.459561
Cell86,Group4,Batch1,14.81906,-2.599449
Cell87,Group3,Batch1,-13.497126,-1.954841
Cell88,Group4,Batch1,14.199708,-1.4526913
Cell89,Group4,Batch1,16.402079,-1.6946878
Cell90,Group4,Batch1,14.0644,-2.774537
Cell91,Group4,Batch1,15.814742,-3.35762
Cell92,Group4,Batch1,14.683933,-0.79494905
Cell93,Group4,Batch1,15.394373,-0.9163078
Cell94,Group2,Batch1,-8.67051,12.5934305
Cell95,Group2,Batch1,-8.796332,11.521059
Cell96,Group4,Batch1,14.352648,-1.2582756
Cell97,Group2,Batch1,-7.839944,13.650266
Cell98,Group3,Batch1,-13.714819,-1.4603208
Cell99,Group2,Batch1,-8.031815,12.736852
Cell100,Group4,Batch1,15.392661,-1.9869399
Cell101,Group4,Batch1,15.140547,-3.491173
Cell102,Group4,Batch1,15.298113,-1.8417082
Cell103,Group4,Batch1,14.584792,-1.1321867
Cell104,Group2,Batch1,-7.418717,12.143358
Cell105,Group2,Batch1,-8.642087,12.279343
Cell106,Group4,Batch1,15.345603,-1.5306431
Cell107,Group4,Batch1,16.419699,-1.7903839
Cell108,Group2,Batch1,-8.467062,13.459875
Cell109,Group3,Batch1,-12.513731,-2.059767
Cell110,Group4,Batch1,15.107482,-1.8961874
Cell111,Group4,Batch1,15.330421,-2.2387717
Cell112,Group3,Batch1,-12.403695,-1.3275632
Cell113,Group2,Batch1,-8.689426,12.266075
Cell114,Group1,Batch1,0.6296631,7.141817
Cell115,Group2,Batch1,-8.310942,12.931271
Cell116,Group2,Batch1,-7.943281,13.282104
Cell117,Group2,Batch1,-9.50042,13.319026
Cell118,Group4,Batch1,15.334586,-1.8454772
Cell119,Group3,Batch1,-13.222488,-1.0540421
Cell120,Group4,Batch1,14.52087,-3.1090264
Cell121,Group2,Batch1,-8.401996,11.794136
Cell122,Group3,Batch1,-13.389693,-1.855254
Cell123,Group2,Batch1,-8.536221,11.81554
Cell124,Group2,Batch1,-9.416928,11.573743
Cell125,Group2,Batch1,-8.24131,11.659991
Cell126,Group4,Batch1,14.085577,-1.6432886
Cell127,Group2,Batch1,-7.3444653,13.158658
Cell128,Group2,Batch1,-9.834413,12.945751
Cell129,Group3,Batch1,-11.777272,-1.276546
Cell130,Group4,Batch1,14.652022,-2.7259371
Cell131,Group2,Batch1,-8.285703,11.649137
Cell132,Group2,Batch1,-8.955684,12.325169
Cell133,Group1,Batch1,0.57934874,7.4964914
Cell134,Group2,Batch1,-8.219262,12.614735
Cell135,Group4,Batch1,16.05134,-2.3616364
Cell136,Group3,Batch1,-12.422746,-2.7631743
Cell137,Group4,Batch1,14.53591,-3.0576441
Cell138,Group4,Batch1,15.24638,-3.0761042
Cell139,Group4,Batch1,15.818978,-2.5405786
Cell140,Group3,Batch1,-13.54017,-1.2620648
Cell141,Group3,Batch1,-13.131926,-2.699667
Cell142,Group3,Batch1,-12.402139,-0.9245552
Cell143,Group4,Batch1,14.975157,-1.1948924
Cell144,Group3,Batch1,-11.949787,-1.9993241
Cell145,Group4,Batch1,15.096558,-3.5320392
Cell146,Group1,Batch1,0.7433713,7.5887933
Cell147,Group4,Batch1,16.34104,-3.1973827
Cell148,Group1,Batch1,0.43513834,7.3791704
Cell149,Group1,Batch1,0.70991355,6.993292
Cell150,Group4,Batch1,15.747197,-1.3968935
Cell151,Group4,Batch1,15.187432,-2.307041
Cell152,Group2,Batch1,-8.491627,13.192455
Cell153,Group3,Batch1,-12.306906,-1.0499012
Cell154,Group2,Batch1,-9.084312,11.67306
Cell155,Group2,Batch1,-7.612559,13.35999
Cell156,Group1,Batch1,0.5624873,7.0526147
Cell157,Group1,Batch1,0.6615078,7.167433
Cell158,Group4,Batch1,16.032373,-2.4151578
Cell159,Group3,Batch1,-11.973186,-1.7439897
Cell160,Group2,Batch1,-7.7253094,13.68853
Cell161,Group2,Batch1,-7.8929496,12.948557
Cell162,Group4,Batch1,16.42021,-2.123419
Cell163,Group2,Batch1,-9.897375,13.274931
Cell164,Group3,Batch1,-13.648707,-1.203258
Cell165,Group3,Batch1,-13.871814,-1.9121926
Cell166,Group1,Batch1,0.83786607,7.49153
Cell167,Group2,Batch1,-9.773649,12.628926
Cell168,Group2,Batch1,-9.680807,12.138754
Cell169,Group4,Batch1,14.830055,-1.9200274
Cell170,Group2,Batch1,-10.006606,12.379923
Cell171,Group3,Batch1,-12.72433,-2.830606
Cell172,Group3,Batch1,-13.117345,-1.1314654
Cell173,Group3,Batch1,-14.309629,-2.3323424
Cell174,Group3,Batch1,-12.791146,-0.5836183
Cell175,Group2,Batch1,-9.596238,12.770631
Cell176,Group3,Batch1,-12.435405,-1.9079409
Cell177,Group2,Batch1,-8.558597,13.737479
Cell178,Group2,Batch1,-10.293823,12.428011
Cell179,Group4,Batch1,14.567508,-1.8406363
Cell180,Group4,Batch1,16.26754,-0.6616657
Cell181,Group2,Batch1,-8.296416,13.001694
Cell182,Group4,Batch1,13.9704685,-2.2013032
Cell183,Group3,Batch1,-12.88922,-0.58865637
Cell184,Group4,Batch1,14.1315365,-1.8298507
Cell185,Group3,Batch1,-13.673156,-1.6952801
Cell186,Group4,Batch1,16.090826,-3.2361214
Cell187,Group2,Batch1,-10.230044,12.504214
Cell188,Group3,Batch1,-13.905862,-1.7795383
Cell189,Group2,Batch1,-7.8156905,13.067334
Cell190,Group2,Batch1,-7.845135,12.331709
Cell191,Group4,Batch1,14.31567,-1.1969886
Cell192,Group2,Batch1,-9.535575,12.562063
Cell193,Group2,Batch1,-8.75068,12.5801
Cell194,Group4,Batch1,15.833969,-0.5370029
Cell195,Group2,Batch1,-8.823035,12.447496
Cell196,Group4,Batch1,15.980872,-2.702793
Cell197,Group2,Batch1,-10.217346,12.703144
Cell198,Group2,Batch1,-9.757928,11.582377
Cell199,Group2,Batch1,-7.521571,12.017897
Cell200,Group3,Batch1,-13.361447,-0.9395531
Cell201,Group4,Batch1,14.905988,-3.355543
Cell202,Group4,Batch1,14.33814,-2.619923
Cell203,Group2,Batch1,-10.361619,12.189824
Cell204,Group3,Batch1,-11.715657,-1.6529082
Cell205,Group1,Batch1,0.8420881,7.461511
Cell206,Group2,Batch1,-9.327919,12.596123
Cell207,Group4,Batch1,14.895307,-2.9815164
Cell208,Group3,Batch1,-12.997627,-1.4565613
Cell209,Group3,Batch1,-12.202026,-2.6945112
Cell210,Group3,Batch1,-13.616541,-2.9636333
Cell211,Group4,Batch1,13.846753,-1.9202025
Cell212,Group4,Batch1,15.255081,-2.666011
Cell213,Group4,Batch1,14.174697,-2.7787833
Cell214,Group2,Batch1,-7.2239585,12.942369
Cell215,Group4,Batch1,14.524162,-0.62387973
Cell216,Group4,Batch1,15.754166,-2.9240649
Cell217,Group2,Batch1,-7.88044,12.130483
Cell218,Group2,Batch1,-7.8780293,13.243115
Cell219,Group4,Batch1,15.109853,-3.3903668
Cell220,Group2,Batch1,-9.4238405,13.32809
Cell221,Group4,Batch1,15.54174,-0.57513064
Cell222,Group2,Batch1,-8.905328,13.296328
Cell223,Group4,Batch1,14.792684,-2.7992156
Cell224,Group4,Batch1,15.794334,-0.6362442
Cell225,Group3,Batch1,-13.561552,-2.245036
Cell226,Group4,Batch1,16.25404,-3.2234812
Cell227,Group4,Batch1,14.696185,-1.3319644
Cell228,Group3,Batch1,-12.472266,-1.5967706
Cell229,Group2,Batch1,-9.065168,12.752735
Cell230,Group4,Batch1,16.684006,-1.9872662
Cell231,Group4,Batch1,15.060843,-0.34596598
Cell232,Group4,Batch1,14.325814,-1.1390986
Cell233,Group4,Batch1,16.116522,-2.886705
Cell234,Group4,Batch1,16.010143,-2.7388456
Cell235,Group3,Batch1,-13.184117,-0.84832835
Cell236,Group4,Batch1,15.199287,-3.2719982
Cell237,Group4,Batch1,14.736923,-1.1510662
Cell238,Group2,Batch1,-8.165149,12.388592
Cell239,Group4,Batch1,15.794388,-2.1409414
Cell240,Group2,Batch1,-9.959321,12.848884
Cell241,Group2,Batch1,-8.680972,13.572393
Cell242,Group2,Batch1,-9.155724,11.747757
Cell243,Group3,Batch1,-12.998115,-2.1869888
Cell244,Group2,Batch1,-8.532956,12.620657
Cell245,Group4,Batch1,16.661106,-1.5385894
Cell246,Group3,Batch1,-14.100183,-2.1630595
Cell247,Group4,Batch1,14.75858,-3.1535602
Cell248,Group4,Batch1,15.578255,-2.1804962
Cell249,Group2,Batch1,-9.409123,11.755836
Cell250,Group4,Batch1,14.387498,-2.5435278
Cell251,Group4,Batch1,15.111845,-0.7757161
Cell252,Group2,Batch1,-10.3195,11.974106
Cell253,Group4,Batch1,16.44837,-1.5086524
Cell254,Group2,Batch1,-7.382506,12.677397
Cell255,Group4,Batch1,16.424286,-3.1201906
Cell256,Group1,Batch1,0.75054324,6.6929393
Cell257,Group3,Batch1,-13.585866,-2.8642738
Cell258,Group3,Batch1,-13.802251,-1.8893807
Cell259,Group2,Batch1,-7.682176,12.591148
Cell260,Group2,Batch1,-7.7587323,13.230249
Cell261,Group2,Batch1,-8.803203,11.369161
Cell262,Group4,Batch1,16.54098,-2.063023
Cell263,Group1,Batch1,0.45049855,6.399524
Cell264,Group4,Batch1,15.862141,-2.2129145
Cell265,Group2,Batch1,-8.450463,13.351604
Cell266,Group2,Batch1,-9.96802,11.669746
Cell267,Group3,Batch1,-12.063621,-2.160922
Cell268,Group4,Batch1,15.262206,-1.491231
Cell269,Group2,Batch1,-7.8945293,12.954681
Cell270,Group3,Batch1,-13.056281,-2.8676786
Cell271,Group4,Batch1,16.10547,-0.54649305
Cell272,Group4,Batch1,14.184477,-2.4532034
Cell273,Group1,Batch1,0.7308665,7.547375
Cell274,Group2,Batch1,-9.106823,12.798857
Cell275,Group3,Batch1,-12.636701,-1.5498074
Cell276,Group2,Batch1,-8.269657,12.978639
Cell277,Group3,Batch1,-11.894737,-1.4082649
Cell278,Group4,Batch1,16.029081,-0.93180853
Cell279,Group2,Batch1,-8.136051,12.577141
Cell280,Group4,Batch1,14.54587,-3.0154943
Cell281,Group3,Batch1,-13.169863,-1.8302675
Cell282,Group3,Batch1,-13.698798,-1.9020131
Cell283,Group3,Batch1,-14.054949,-1.9379315
Cell284,Group4,Batch1,14.701964,-1.0817665
Cell285,Group3,Batch1,-12.648385,-2.7502096
Cell286,Group3,Batch1,-12.822901,-2.0963497
Cell287,Group4,Batch1,15.622947,-0.77626216
Cell288,Group4,Batch1,16.271145,-1.7546536
Cell289,Group2,Batch1,-8.007327,12.253342
Cell290,Group3,Batch1,-12.746346,-0.70769155
Cell291,Group2,Batch1,-7.6567135,12.470909
Cell292,Group2,Batch1,-9.729164,12.329529
