,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,4.994203,11.725601
Cell2,Group4,Batch1,6.5341067,10.292013
Cell3,Group3,Batch1,11.808085,3.6396532
Cell4,Group3,Batch1,10.851574,3.4803157
Cell5,Group3,Batch1,10.942476,2.986461
Cell6,Group2,Batch1,-10.469607,-8.530697
Cell7,Group4,Batch1,7.2414384,13.161811
Cell8,Group3,Batch1,10.626624,3.4409068
Cell9,Group4,Batch1,6.1757765,11.44558
Cell10,Group2,Batch1,-9.745799,-9.728258
Cell11,Group3,Batch1,11.591051,2.074903
Cell12,Group2,Batch1,-10.720467,-8.51149
Cell13,Group4,Batch1,6.7157903,11.252031
Cell14,Group2,Batch1,-11.56927,-8.685083
Cell15,Group2,Batch1,-9.843413,-9.7840395
Cell16,Group4,Batch1,5.322439,10.757425
Cell17,Group1,Batch1,-3.289214,-16.143742
Cell18,Group3,Batch1,10.147326,3.99321
Cell19,Group2,Batch1,-10.467957,-8.768354
Cell20,Group1,Batch1,-3.2634282,-16.06701
Cell21,Group4,Batch1,6.6475167,11.383339
Cell22,Group4,Batch1,5.7446766,10.38688
Cell23,Group2,Batch1,-10.221377,-10.309238
Cell24,Group2,Batch1,-10.102956,-9.644567
Cell25,Group4,Batch1,8.0989,12.035435
Cell26,Group1,Batch1,-3.1908333,-16.06837
Cell27,Group4,Batch1,6.9321165,12.000805
Cell28,Group4,Batch1,6.0065007,12.378196
Cell29,Group4,Batch1,6.6946435,12.132327
Cell30,Group4,Batch1,5.9729934,11.713245
Cell31,Group2,Batch1,-8.821822,-10.28046
Cell32,Group2,Batch1,-9.637039,-8.850381
Cell33,Group2,Batch1,-9.789345,-9.049649
Cell34,Group4,Batch1,6.217693,10.748888
Cell35,Group2,Batch1,-9.906422,-8.677484
Cell36,Group4,Batch1,6.6807413,12.916084
Cell37,Group2,Batch1,-9.97978,-9.63979
Cell38,Group4,Batch1,5.647401,12.044684
Cell39,Group2,Batch1,-8.798499,-10.129945
Cell40,Group3,Batch1,12.220945,2.6786427
Cell41,Group3,Batch1,11.925172,2.8978922
Cell42,Group3,Batch1,11.323701,2.9527788
Cell43,Group2,Batch1,-10.870604,-10.380829
Cell44,Group4,Batch1,5.7361965,12.306403
Cell45,Group3,Batch1,9.796637,3.3989255
Cell46,Group4,Batch1,5.86585,12.264375
Cell47,Group3,Batch1,10.920848,2.9323337
Cell48,Group2,Batch1,-11.733874,-9.2126665
Cell49,Group4,Batch1,7.9814777,12.457832
Cell50,Group4,Batch1,5.8909826,12.68355
Cell51,Group2,Batch1,-11.451775,-8.362011
Cell52,Group3,Batch1,10.704446,4.0114937
Cell53,Group3,Batch1,10.253806,2.3777707
Cell54,Group2,Batch1,-10.456346,-9.245924
Cell55,Group2,Batch1,-9.943938,-9.183507
Cell56,Group2,Batch1,-10.652267,-10.415022
Cell57,Group4,Batch1,5.875596,11.999412
Cell58,Group2,Batch1,-10.782758,-9.964828
Cell59,Group4,Batch1,6.9642344,12.435287
Cell60,Group3,Batch1,12.232577,3.0485826
Cell61,Group3,Batch1,10.140087,2.8628702
Cell62,Group2,Batch1,-10.72981,-8.558414
Cell63,Group2,Batch1,-9.206396,-9.18279
Cell64,Group4,Batch1,6.690275,13.528273
Cell65,Group4,Batch1,5.371838,10.890354
Cell66,Group4,Batch1,6.937088,13.534694
Cell67,Group4,Batch1,5.347619,12.038063
Cell68,Group1,Batch1,-3.197954,-15.740774
Cell69,Group4,Batch1,7.0394416,11.406617
Cell70,Group2,Batch1,-8.786024,-10.086087
Cell71,Group3,Batch1,9.7382,3.4018016
Cell72,Group2,Batch1,-10.087193,-9.344215
Cell73,Group4,Batch1,7.128262,11.902128
Cell74,Group2,Batch1,-11.209236,-8.812694
Cell75,Group3,Batch1,10.080327,3.3950694
Cell76,Group2,Batch1,-9.482167,-9.967022
Cell77,Group3,Batch1,10.868909,2.2320344
Cell78,Group3,Batch1,11.361591,3.4833488
Cell79,Group3,Batch1,10.319845,2.2189543
Cell80,Group2,Batch1,-10.118521,-9.833585
Cell81,Group4,Batch1,7.639199,12.4854145
