,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,4.4919305,-0.1381812
Cell2,Group4,Batch1,5.5180717,-0.41389647
Cell3,Group3,Batch1,17.249485,1.9974428
Cell4,Group3,Batch1,17.035276,1.7161224
Cell5,Group3,Batch1,16.664543,1.3995024
Cell6,Group2,Batch1,-8.777575,-2.9162533
Cell7,Group4,Batch1,3.0926795,-0.06939254
Cell8,Group3,Batch1,17.57344,1.182903
Cell9,Group4,Batch1,3.4429066,-0.039367374
Cell10,Group2,Batch1,-8.966224,-2.191317
Cell11,Group3,Batch1,18.63001,1.7903522
Cell12,Group2,Batch1,-8.320263,-0.4446007
Cell13,Group4,Batch1,2.8214767,-1.1184963
Cell14,Group2,Batch1,-10.633269,-2.440485
Cell15,Group2,Batch1,-9.632306,-1.0560333
Cell16,Group4,Batch1,3.1081963,0.005746486
Cell17,Group1,Batch1,6.028457,-12.654861
Cell18,Group3,Batch1,17.797712,1.3907726
Cell19,Group2,Batch1,-7.9517727,-2.203258
Cell20,Group1,Batch1,6.3169813,-12.118483
Cell21,Group4,Batch1,5.3352523,-2.3049953
Cell22,Group4,Batch1,4.841157,-2.2544968
Cell23,Group2,Batch1,-10.435009,-1.6205196
Cell24,Group2,Batch1,-10.714883,-1.0982966
Cell25,Group4,Batch1,2.7395449,-0.19120647
Cell26,Group1,Batch1,6.0362315,-12.088611
Cell27,Group4,Batch1,3.8210964,0.61811036
Cell28,Group4,Batch1,5.4529557,-1.53238
Cell29,Group4,Batch1,5.346649,-2.2441058
Cell30,Group4,Batch1,5.812923,0.081598505
Cell31,Group2,Batch1,-10.418901,-0.8757491
Cell32,Group2,Batch1,-9.518233,-3.0482411
Cell33,Group2,Batch1,-7.483385,-2.219429
Cell34,Group4,Batch1,3.6389997,-0.23309168
Cell35,Group2,Batch1,-9.84907,-1.4796449
Cell36,Group4,Batch1,4.9927535,0.10242306
Cell37,Group2,Batch1,-8.15857,-1.7112578
Cell38,Group4,Batch1,3.08441,-0.88567144
Cell39,Group2,Batch1,-9.378999,-3.0614564
Cell40,Group3,Batch1,17.745512,0.76121837
Cell41,Group3,Batch1,17.57722,3.018275
Cell42,Group3,Batch1,17.243435,2.9028509
Cell43,Group2,Batch1,-9.49317,-1.821389
Cell44,Group4,Batch1,3.6824586,-0.022470528
Cell45,Group3,Batch1,18.221933,0.87494665
Cell46,Group4,Batch1,5.29005,-0.6415845
Cell47,Group3,Batch1,17.263947,1.4605724
Cell48,Group2,Batch1,-9.151299,-0.94380724
Cell49,Group4,Batch1,5.1909256,0.019854948
Cell50,Group4,Batch1,4.899349,-0.53907454
Cell51,Group2,Batch1,-9.195832,-1.7056763
Cell52,Group3,Batch1,17.256714,0.598381
Cell53,Group3,Batch1,17.780153,2.3689265
Cell54,Group2,Batch1,-10.290146,-2.9658198
Cell55,Group2,Batch1,-8.12864,-2.6653886
Cell56,Group2,Batch1,-9.442662,-2.3011925
Cell57,Group4,Batch1,5.6983337,-0.15649611
Cell58,Group2,Batch1,-8.940986,-1.3770018
Cell59,Group4,Batch1,4.5103626,-1.2572092
Cell60,Group3,Batch1,17.43457,2.8761897
Cell61,Group3,Batch1,17.621859,2.725644
Cell62,Group2,Batch1,-10.456544,-1.974872
Cell63,Group2,Batch1,-9.339732,-0.2313932
Cell64,Group4,Batch1,3.1064775,-2.0350509
Cell65,Group4,Batch1,5.3300667,-2.1710386
Cell66,Group4,Batch1,3.2665882,-1.383764
Cell67,Group4,Batch1,4.052687,-2.4560065
Cell68,Group1,Batch1,5.95207,-12.49341
Cell69,Group4,Batch1,5.244858,-1.6905358
Cell70,Group2,Batch1,-10.295039,-1.3574356
Cell71,Group3,Batch1,17.780071,1.9086732
Cell72,Group2,Batch1,-8.724939,-2.7464054
Cell73,Group4,Batch1,4.126981,-1.4147493
Cell74,Group2,Batch1,-9.891197,-0.64448655
Cell75,Group3,Batch1,18.772541,0.3531618
Cell76,Group2,Batch1,-9.76789,-2.0333068
Cell77,Group3,Batch1,19.130634,2.0584307
Cell78,Group3,Batch1,19.030401,0.6681777
Cell79,Group3,Batch1,18.55435,1.7984402
Cell80,Group2,Batch1,-8.941334,-2.837303
Cell81,Group4,Batch1,5.1698084,0.40196246
Cell82,Group2,Batch1,-9.289463,-1.9756824
Cell83,Group2,Batch1,-10.422731,-2.2784393
Cell84,Group3,Batch1,18.34002,2.3862324
Cell85,Group2,Batch1,-8.459732,-1.85908
Cell86,Group4,Batch1,4.526106,0.80845225
Cell87,Group3,Batch1,16.941362,0.6133236
Cell88,Group4,Batch1,4.051831,0.66860884
Cell89,Group4,Batch1,3.2633011,-1.0147939
Cell90,Group4,Batch1,3.8590405,0.6079238
Cell91,Group4,Batch1,4.601728,-1.5543057
Cell92,Group4,Batch1,5.52388,-0.11239293
Cell93,Group4,Batch1,4.127277,0.3142179
Cell94,Group2,Batch1,-10.487764,-1.9933907
Cell95,Group2,Batch1,-9.866586,-1.1225895
Cell96,Group4,Batch1,5.317348,0.21051848
Cell97,Group2,Batch1,-9.485016,-2.6247888
Cell98,Group3,Batch1,17.181135,0.32997692
Cell99,Group2,Batch1,-8.913879,-3.0662374
Cell100,Group4,Batch1,4.7337456,-1.5857583
Cell101,Group4,Batch1,5.092995,0.42896885
Cell102,Group4,Batch1,4.8425765,0.9879837
Cell103,Group4,Batch1,2.3548145,-1.2291139
Cell104,Group2,Batch1,-11.059768,-1.8773829
Cell105,Group2,Batch1,-9.52669,-0.91498166
Cell106,Group4,Batch1,3.9706354,0.44949108
Cell107,Group4,Batch1,4.0215015,-1.5013546
Cell108,Group2,Batch1,-9.060503,-2.8404613
Cell109,Group3,Batch1,18.694036,2.8850381
Cell110,Group4,Batch1,2.9364107,-1.6364263
Cell111,Group4,Batch1,5.0312366,-0.043002173
Cell112,Group3,Batch1,17.453117,0.5795524
Cell113,Group2,Batch1,-9.597152,-2.1767626
Cell114,Group1,Batch1,5.949008,-12.255985
Cell115,Group2,Batch1,-9.816162,-2.313211
Cell116,Group2,Batch1,-7.5842433,-1.6589283
Cell117,Group2,Batch1,-10.323123,-2.7622483
Cell118,Group4,Batch1,2.856701,-0.24187581
Cell119,Group3,Batch1,17.688673,0.6765769
Cell120,Group4,Batch1,3.5511901,-0.9900232
Cell121,Group2,Batch1,-10.087248,-1.9766146
Cell122,Group3,Batch1,18.80999,1.9232851
Cell123,Group2,Batch1,-10.225659,-2.2172368
Cell124,Group2,Batch1,-9.435146,-0.98964417
Cell125,Group2,Batch1,-8.427388,-2.355791
Cell126,Group4,Batch1,4.04105,0.46814847
Cell127,Group2,Batch1,-8.423844,-1.9719661
Cell128,Group2,Batch1,-10.659488,-2.0424
Cell129,Group3,Batch1,18.642185,2.0689387
Cell130,Group4,Batch1,3.1830935,0.7474094
Cell131,Group2,Batch1,-9.131314,-2.2166023
Cell132,Group2,Batch1,-9.144758,-2.2385817
Cell133,Group1,Batch1,5.6859922,-11.446974
Cell134,Group2,Batch1,-10.782134,-1.8991655
Cell135,Group4,Batch1,4.905642,-2.4226131
Cell136,Group3,Batch1,19.00563,1.1388632
Cell137,Group4,Batch1,2.9909177,-0.93939626
Cell138,Group4,Batch1,4.636753,0.29599687
Cell139,Group4,Batch1,3.2842243,-0.76182103
Cell140,Group3,Batch1,17.234774,0.33839193
Cell141,Group3,Batch1,17.470478,1.7710425
Cell142,Group3,Batch1,18.437899,1.449354
Cell143,Group4,Batch1,5.300476,-1.8098401
Cell144,Group3,Batch1,16.808424,2.4052374
Cell145,Group4,Batch1,5.025229,-1.4209969
Cell146,Group1,Batch1,5.38291,-12.375017
Cell147,Group4,Batch1,5.543413,-1.3838751
Cell148,Group1,Batch1,6.2058616,-12.534629
Cell149,Group1,Batch1,6.125375,-11.966769
Cell150,Group4,Batch1,4.1178293,0.87995845
Cell151,Group4,Batch1,5.3655877,-1.1813227
Cell152,Group2,Batch1,-9.821235,-2.3828733
Cell153,Group3,Batch1,17.283424,2.05592
Cell154,Group2,Batch1,-9.7620125,-2.9192524
Cell155,Group2,Batch1,-9.632761,-0.69438165
Cell156,Group1,Batch1,6.463409,-11.506334
Cell157,Group1,Batch1,5.8145585,-11.41463
Cell158,Group4,Batch1,3.6424851,0.4514728
Cell159,Group3,Batch1,16.786446,0.7838469
Cell160,Group2,Batch1,-10.066131,-0.27944443
Cell161,Group2,Batch1,-8.493116,-2.8958688
Cell162,Group4,Batch1,5.9946346,-1.4357396
Cell163,Group2,Batch1,-10.097051,-1.826096
Cell164,Group3,Batch1,16.744726,1.2085488
Cell165,Group3,Batch1,18.242733,1.9270365
Cell166,Group1,Batch1,5.8569045,-11.194454
Cell167,Group2,Batch1,-10.345654,-1.8959019
Cell168,Group2,Batch1,-9.989601,-0.5505585
Cell169,Group4,Batch1,5.499367,-1.9355505
Cell170,Group2,Batch1,-9.920006,-2.7244418
Cell171,Group3,Batch1,18.977093,0.51097345
Cell172,Group3,Batch1,17.384487,1.3368096
Cell173,Group3,Batch1,17.61411,1.5263811
Cell174,Group3,Batch1,18.942617,2.039412
Cell175,Group2,Batch1,-8.168291,-1.2205864
Cell176,Group3,Batch1,17.144218,2.8505065
