CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,-7.704712,-5.617294
Cell2,Group4,Batch1,-7.763444,-5.433582
Cell3,Group3,Batch1,-16.35661,-0.12312446
Cell4,Group3,Batch1,-16.77993,0.35849297
Cell5,Group3,Batch1,-17.807985,0.94839925
Cell6,Group2,Batch1,19.028492,7.511678
Cell7,Group4,Batch1,-10.382498,-6.9779673
Cell8,Group3,Batch1,-17.579973,-0.45968774
Cell9,Group4,Batch1,-8.117661,-6.3724213
Cell10,Group2,Batch1,17.779762,8.258622
Cell11,Group3,Batch1,-16.751469,-1.4059749
Cell12,Group2,Batch1,19.492561,7.649196
Cell13,Group4,Batch1,-8.454025,-7.4692917
Cell14,Group2,Batch1,19.880606,5.76581
Cell15,Group2,Batch1,18.83215,6.6055365
Cell16,Group4,Batch1,-6.926456,-5.9464855
Cell17,Group1,Batch1,3.8715715,10.955246
Cell18,Group3,Batch1,-18.395359,-0.4434084
Cell19,Group2,Batch1,19.38196,8.515901
Cell20,Group1,Batch1,3.9054046,12.242714
Cell21,Group4,Batch1,-10.434266,-6.5050507
Cell22,Group4,Batch1,-9.739945,-7.069947
Cell23,Group2,Batch1,18.055866,8.109251
Cell24,Group2,Batch1,19.52189,7.8149486
Cell25,Group4,Batch1,-9.737029,-4.267697
Cell26,Group1,Batch1,4.179525,11.493497
Cell27,Group4,Batch1,-10.005364,-6.99692
Cell28,Group4,Batch1,-9.50013,-5.2626343
Cell29,Group4,Batch1,-8.205603,-7.3463063
Cell30,Group4,Batch1,-8.904062,-7.163607
Cell31,Group2,Batch1,19.31321,6.800585
Cell32,Group2,Batch1,20.313087,7.7325864
Cell33,Group2,Batch1,19.759083,8.495524
Cell34,Group4,Batch1,-10.82739,-5.7368073
Cell35,Group2,Batch1,20.123205,8.968119
Cell36,Group4,Batch1,-10.550525,-6.9585223
Cell37,Group2,Batch1,19.989473,8.631919
Cell38,Group4,Batch1,-10.208352,-7.5006433
Cell39,Group2,Batch1,19.873888,6.6360183
Cell40,Group3,Batch1,-16.955017,-1.1673862
Cell41,Group3,Batch1,-17.333965,-0.65463626
Cell42,Group3,Batch1,-17.687378,0.3482485
Cell43,Group2,Batch1,20.87864,7.0655727
Cell44,Group4,Batch1,-10.525259,-7.026275
Cell45,Group3,Batch1,-17.24731,-0.26537436
Cell46,Group4,Batch1,-9.862651,-5.344403
Cell47,Group3,Batch1,-16.382803,-0.17394863
Cell48,Group2,Batch1,19.205263,8.291124
Cell49,Group4,Batch1,-10.280252,-5.819574
Cell50,Group4,Batch1,-8.4363785,-5.502337
Cell51,Group2,Batch1,18.662634,5.667701
Cell52,Group3,Batch1,-16.205896,0.9343411
Cell53,Group3,Batch1,-16.674335,0.9457333
Cell54,Group2,Batch1,18.354267,5.687865
Cell55,Group2,Batch1,18.86259,7.141089
Cell56,Group2,Batch1,19.4904,8.321203
Cell57,Group4,Batch1,-11.016386,-5.494278
Cell58,Group2,Batch1,20.037962,6.204847
Cell59,Group4,Batch1,-9.420804,-7.2231536
Cell60,Group3,Batch1,-15.832302,-0.22933553
Cell61,Group3,Batch1,-15.855346,0.30105636
Cell62,Group2,Batch1,19.84097,8.174316
Cell63,Group2,Batch1,17.75887,6.571317
Cell64,Group4,Batch1,-8.482146,-7.6194463
Cell65,Group4,Batch1,-9.22148,-7.3201747
Cell66,Group4,Batch1,-8.478176,-5.0494084
Cell67,Group4,Batch1,-7.1997204,-7.043895
Cell68,Group1,Batch1,3.581523,10.685342
Cell69,Group4,Batch1,-8.015896,-5.718086
Cell70,Group2,Batch1,20.186956,6.516384
Cell71,Group3,Batch1,-18.116207,-0.1928334
Cell72,Group2,Batch1,18.341719,8.874342
Cell73,Group4,Batch1,-9.079975,-6.95912
Cell74,Group2,Batch1,18.714407,6.630905
Cell75,Group3,Batch1,-17.362207,1.2227776
Cell76,Group2,Batch1,18.492432,6.879869
Cell77,Group3,Batch1,-16.453602,-0.5090218
Cell78,Group3,Batch1,-17.263834,-0.5868374
Cell79,Group3,Batch1,-19.117922,0.08766865
Cell80,Group2,Batch1,19.371199,8.367501
Cell81,Group4,Batch1,-11.159572,-6.308214
Cell82,Group2,Batch1,20.26753,6.309314
Cell83,Group2,Batch1,20.19732,8.868208
Cell84,Group3,Batch1,-17.618168,-0.065679364
Cell85,Group2,Batch1,18.963282,8.978601
Cell86,Group4,Batch1,-10.041277,-6.8659735
Cell87,Group3,Batch1,-17.309908,1.3462045
Cell88,Group4,Batch1,-10.8810625,-6.325793
Cell89,Group4,Batch1,-8.13354,-4.071655
Cell90,Group4,Batch1,-11.0574255,-5.3265696
Cell91,Group4,Batch1,-10.706825,-4.7116175
Cell92,Group4,Batch1,-8.279489,-5.125555
Cell93,Group4,Batch1,-9.825477,-7.4882727
Cell94,Group2,Batch1,20.149889,8.421134
Cell95,Group2,Batch1,18.488153,6.248447
Cell96,Group4,Batch1,-10.030931,-6.407937
Cell97,Group2,Batch1,20.350437,8.139521
Cell98,Group3,Batch1,-16.355247,-1.2409438
Cell99,Group2,Batch1,18.469734,6.432032
Cell100,Group4,Batch1,-11.170259,-5.753634
Cell101,Group4,Batch1,-10.963051,-5.4621005
Cell102,Group4,Batch1,-8.409791,-6.7449317
Cell103,Group4,Batch1,-8.866255,-6.009143
Cell104,Group2,Batch1,17.600529,7.26254
Cell105,Group2,Batch1,19.193903,6.9853783
Cell106,Group4,Batch1,-9.8061,-7.291647
Cell107,Group4,Batch1,-10.458695,-7.254225
Cell108,Group2,Batch1,20.558716,7.9947233
Cell109,Group3,Batch1,-17.949865,0.016475301
Cell110,Group4,Batch1,-9.605738,-4.6659946
Cell111,Group4,Batch1,-9.494323,-7.6333084
Cell112,Group3,Batch1,-17.989645,1.2182344
Cell113,Group2,Batch1,18.598614,7.833353
Cell114,Group1,Batch1,3.946528,11.888824
Cell115,Group2,Batch1,19.472189,6.500179
Cell116,Group2,Batch1,19.336285,8.382997
Cell117,Group2,Batch1,18.664171,9.195396
Cell118,Group4,Batch1,-8.701924,-6.183651
Cell119,Group3,Batch1,-18.927067,0.06453494
Cell120,Group4,Batch1,-9.400356,-5.4016194
Cell121,Group2,Batch1,18.485748,5.9124913
Cell122,Group3,Batch1,-16.278067,-1.0312309
Cell123,Group2,Batch1,20.55768,8.199303
Cell124,Group2,Batch1,19.246368,5.491281
Cell125,Group2,Batch1,19.619612,6.9827304
Cell126,Group4,Batch1,-9.967061,-7.3162594
Cell127,Group2,Batch1,18.52284,8.574236
Cell128,Group2,Batch1,21.037992,6.872674
Cell129,Group3,Batch1,-18.265312,0.05059211
Cell130,Group4,Batch1,-8.272606,-4.42113
Cell131,Group2,Batch1,19.340694,5.8380876
Cell132,Group2,Batch1,18.871355,5.975512
Cell133,Group1,Batch1,4.022037,11.375057
Cell134,Group2,Batch1,19.597118,6.5332723
Cell135,Group4,Batch1,-9.340651,-7.615851
Cell136,Group3,Batch1,-18.145473,0.96322274
Cell137,Group4,Batch1,-9.352513,-5.1821394
Cell138,Group4,Batch1,-8.713308,-5.7675176
Cell139,Group4,Batch1,-9.477421,-5.691664
Cell140,Group3,Batch1,-17.056376,0.62719357
Cell141,Group3,Batch1,-16.781326,0.39020324
Cell142,Group3,Batch1,-17.974615,-0.36969757
Cell143,Group4,Batch1,-10.0822,-5.8030252
Cell144,Group3,Batch1,-18.540628,0.8500159
Cell145,Group4,Batch1,-10.328536,-6.948592
Cell146,Group1,Batch1,3.5216377,11.935833
Cell147,Group4,Batch1,-9.686991,-4.113874
Cell148,Group1,Batch1,2.8922255,11.752376
Cell149,Group1,Batch1,3.2899468,10.999098
Cell150,Group4,Batch1,-9.108233,-5.626625
Cell151,Group4,Batch1,-8.950388,-6.0303884
Cell152,Group2,Batch1,20.033203,8.23951
Cell153,Group3,Batch1,-18.408155,0.12726569
Cell154,Group2,Batch1,19.196226,8.2000475
Cell155,Group2,Batch1,18.405128,7.080092
Cell156,Group1,Batch1,4.0859914,11.265398
Cell157,Group1,Batch1,4.135526,11.469507
Cell158,Group4,Batch1,-8.558442,-4.6719413
Cell159,Group3,Batch1,-16.834158,1.1910722
Cell160,Group2,Batch1,18.598364,7.6609616
Cell161,Group2,Batch1,20.393566,8.734856
Cell162,Group4,Batch1,-9.095948,-7.362292
