CellID,Group,Batch,UMAP1,UMAP2
Cell1-0,Group4,Batch1,-0.71613693,8.365545
Cell2-0,Group4,Batch1,-1.2262154,7.590973
Cell3-0,Group3,Batch1,-7.887614,-5.711418
Cell4-0,Group3,Batch1,-8.104173,-5.4633517
Cell5-0,Group3,Batch1,-9.97714,-6.377982
Cell6-0,Group2,Batch1,2.3886044,-7.1217484
Cell7-0,Group4,Batch1,0.28448173,7.7084336
Cell8-0,Group3,Batch1,-9.30878,-5.9283442
Cell9-0,Group4,Batch1,-0.78416806,6.051756
Cell10-0,Group2,Batch1,4.8635116,-6.1704555
Cell11-0,Group3,Batch1,-10.065473,-5.383746
Cell12-0,Group2,Batch1,3.3115182,-6.3123555
Cell13-0,Group4,Batch1,0.9721313,5.6498375
Cell14-0,Group2,Batch1,3.104748,-8.981326
Cell15-0,Group2,Batch1,3.1462975,-8.04472
Cell16-0,Group4,Batch1,-1.2113438,7.964727
Cell17-0,Group1,Batch1,5.3726587,15.450882
Cell18-0,Group3,Batch1,-10.050695,-5.701882
Cell19-0,Group2,Batch1,5.630517,-7.463767
Cell20-0,Group1,Batch1,5.9046116,15.464759
Cell21-0,Group4,Batch1,-0.84765124,5.621658
Cell22-0,Group4,Batch1,1.3426074,5.873554
Cell23-0,Group2,Batch1,5.009491,-7.815582
Cell24-0,Group2,Batch1,3.692004,-7.2830253
Cell25-0,Group4,Batch1,0.20027359,7.113945
Cell26-0,Group1,Batch1,6.1343913,16.045504
Cell27-0,Group4,Batch1,-0.20743419,4.7493615
Cell28-0,Group4,Batch1,-0.8869111,6.4398427
Cell29-0,Group4,Batch1,-1.2081897,7.185147
Cell30-0,Group4,Batch1,0.53034514,7.849894
Cell31-0,Group2,Batch1,3.5776236,-6.9298644
Cell32-0,Group2,Batch1,3.992319,-7.7611885
Cell33-0,Group2,Batch1,5.358295,-6.75493
Cell34-0,Group4,Batch1,0.35115653,5.4240856
Cell35-0,Group2,Batch1,3.4346988,-6.8672347
Cell36-0,Group4,Batch1,-0.6081874,5.621204
Cell37-0,Group2,Batch1,5.0271316,-8.26376
Cell38-0,Group4,Batch1,0.8499456,5.7203145
Cell39-0,Group2,Batch1,4.636345,-5.950351
Cell40-0,Group3,Batch1,-9.631123,-4.4134846
Cell41-0,Group3,Batch1,-10.243177,-6.0424466
Cell42-0,Group3,Batch1,-8.521475,-5.303173
Cell43-0,Group2,Batch1,3.14775,-6.8569236
Cell44-0,Group4,Batch1,1.2025763,5.068745
Cell45-0,Group3,Batch1,-9.0389805,-7.120147
Cell46-0,Group4,Batch1,-1.0395143,7.529094
Cell47-0,Group3,Batch1,-9.5244,-5.4572153
Cell48-0,Group2,Batch1,5.202001,-6.70005
Cell49-0,Group4,Batch1,-0.5117084,4.7425113
Cell50-0,Group4,Batch1,-2.0249963,6.968809
Cell51-0,Group2,Batch1,2.5755165,-7.6149035
Cell52-0,Group3,Batch1,-10.171279,-5.0199375
Cell53-0,Group3,Batch1,-10.974119,-6.151832
Cell54-0,Group2,Batch1,3.711957,-7.220347
Cell55-0,Group2,Batch1,3.1081042,-7.8613834
Cell56-0,Group2,Batch1,4.931598,-8.233472
Cell57-0,Group4,Batch1,-1.6519185,6.739967
Cell58-0,Group2,Batch1,3.843761,-7.5637555
Cell59-0,Group4,Batch1,-1.060497,6.146462
Cell60-0,Group3,Batch1,-8.22485,-4.9429674
Cell61-0,Group3,Batch1,-7.8978,-5.032564
Cell62-0,Group2,Batch1,5.232402,-7.3133307
Cell63-0,Group2,Batch1,4.3815737,-7.385992
Cell64-0,Group4,Batch1,-0.8487773,5.6458735
Cell65-0,Group4,Batch1,-0.14627557,4.613099
Cell66-0,Group4,Batch1,0.47232604,7.7862167
Cell67-0,Group4,Batch1,-0.15351647,6.562055
Cell68-0,Group1,Batch1,5.5316367,15.913864
Cell69-0,Group4,Batch1,-1.6374532,7.2378945
Cell70-0,Group2,Batch1,2.411919,-7.918839
Cell71-0,Group3,Batch1,-9.922189,-6.1786127
Cell72-0,Group2,Batch1,4.9147034,-8.785624
Cell73-0,Group4,Batch1,0.17627944,6.2815866
Cell74-0,Group2,Batch1,2.8090422,-7.3839016
Cell75-0,Group3,Batch1,-8.056784,-6.266373
Cell76-0,Group2,Batch1,4.186115,-6.6077695
Cell77-0,Group3,Batch1,-8.418912,-4.835629
Cell78-0,Group3,Batch1,-8.514716,-6.776407
