CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,1.2721964,-1.8118498
Cell2,Group4,Batch1,-0.63428164,-2.2043047
Cell3,Group3,Batch1,-0.74968684,12.727164
Cell4,Group3,Batch1,-0.349169,13.403668
Cell5,Group3,Batch1,1.445961,11.749261
Cell6,Group2,Batch1,-1.1181495,-12.958825
Cell7,Group4,Batch1,1.6894578,-2.7251558
Cell8,Group3,Batch1,-0.6528577,11.66721
Cell9,Group4,Batch1,-2.0313354,-3.637202
Cell10,Group2,Batch1,-1.8599987,-11.488638
Cell11,Group3,Batch1,0.5737618,12.190661
Cell12,Group2,Batch1,-2.3988168,-11.544996
Cell13,Group4,Batch1,-1.6679553,-3.1118073
Cell14,Group2,Batch1,-3.0010903,-12.665354
Cell15,Group2,Batch1,-2.2934601,-11.421426
Cell16,Group4,Batch1,-1.0675033,-3.2557194
Cell17,Group1,Batch1,-12.387147,-3.3579822
Cell18,Group3,Batch1,-0.29831222,12.269484
Cell19,Group2,Batch1,0.51059353,-12.453837
Cell20,Group1,Batch1,-13.250529,-3.7943552
Cell21,Group4,Batch1,1.4425663,-4.1225233
Cell22,Group4,Batch1,0.46695036,-1.3918562
Cell23,Group2,Batch1,-1.3948228,-11.3596
Cell24,Group2,Batch1,-1.8787359,-13.751286
Cell25,Group4,Batch1,1.3127624,-2.7329526
Cell26,Group1,Batch1,-12.239963,-3.1432707
Cell27,Group4,Batch1,1.1120746,-3.7616644
Cell28,Group4,Batch1,0.50941473,-2.0039074
Cell29,Group4,Batch1,-0.0921895,-1.3191886
Cell30,Group4,Batch1,0.9723417,-3.0274563
Cell31,Group2,Batch1,0.16289257,-11.832089
Cell32,Group2,Batch1,-1.6675712,-13.157069
Cell33,Group2,Batch1,-0.53449607,-12.628604
Cell34,Group4,Batch1,-0.38354534,-1.9088764
Cell35,Group2,Batch1,0.1998753,-11.797864
Cell36,Group4,Batch1,1.4692785,-2.795818
Cell37,Group2,Batch1,-1.0574192,-12.588449
Cell38,Group4,Batch1,1.0661994,-2.1549382
Cell39,Group2,Batch1,-0.78010935,-11.232997
Cell40,Group3,Batch1,-0.62443286,12.783333
Cell41,Group3,Batch1,-0.052288443,12.411836
