CellID,Group,Batch,UMAP1,UMAP2
Cell1-0,Group4,Batch1,17.506975,8.417634
Cell2-0,Group4,Batch1,16.909084,8.066297
Cell3-0,Group3,Batch1,-4.0778856,14.359463
Cell4-0,Group3,Batch1,-4.221466,14.116061
Cell5-0,Group3,Batch1,-3.8545551,14.099479
Cell6-0,Group2,Batch1,2.9220808,6.96799
Cell7-0,Group4,Batch1,17.700209,8.494915
Cell8-0,Group3,Batch1,-3.517734,13.856924
Cell9-0,Group4,Batch1,16.464699,8.72567
Cell10-0,Group2,Batch1,4.028226,6.980783
Cell11-0,Group3,Batch1,-4.0615215,14.911959
Cell12-0,Group2,Batch1,3.5289953,7.518534
Cell13-0,Group4,Batch1,17.285242,9.504479
Cell14-0,Group2,Batch1,2.3722675,7.2521605
Cell15-0,Group2,Batch1,2.1883311,7.448409
Cell16-0,Group4,Batch1,17.433088,9.414888
Cell17-0,Group1,Batch1,6.33397,-12.807566
Cell18-0,Group3,Batch1,-2.612707,13.627857
Cell19-0,Group2,Batch1,3.3812573,6.447937
Cell20-0,Group1,Batch1,7.6684055,-13.245511
Cell21-0,Group4,Batch1,18.424961,7.678202
Cell22-0,Group4,Batch1,17.830887,8.049982
Cell23-0,Group2,Batch1,3.2462351,6.5289416
Cell24-0,Group2,Batch1,2.962079,6.8126655
Cell25-0,Group4,Batch1,18.08483,8.428578
Cell26-0,Group1,Batch1,6.934244,-11.58537
Cell27-0,Group4,Batch1,17.84487,7.4998107
Cell28-0,Group4,Batch1,17.218058,7.624741
Cell29-0,Group4,Batch1,17.037163,8.595558
Cell30-0,Group4,Batch1,17.040892,9.314854
Cell31-0,Group2,Batch1,4.248078,7.598563
Cell32-0,Group2,Batch1,2.9433286,7.6251106
Cell33-0,Group2,Batch1,2.6727185,7.8943896
Cell34-0,Group4,Batch1,18.892939,8.839068
Cell35-0,Group2,Batch1,2.3258288,7.5507317
Cell36-0,Group4,Batch1,17.486788,7.724267
Cell37-0,Group2,Batch1,3.993464,6.854512
Cell38-0,Group4,Batch1,17.714762,7.7139454
Cell39-0,Group2,Batch1,3.4269855,8.515241
Cell40-0,Group3,Batch1,-4.220079,13.830536
Cell41-0,Group3,Batch1,-2.820292,13.4776945
Cell42-0,Group3,Batch1,-2.930653,14.57945
Cell43-0,Group2,Batch1,3.409394,7.0010567
Cell44-0,Group4,Batch1,17.686821,9.38373
Cell45-0,Group3,Batch1,-3.9730651,13.849029
Cell46-0,Group4,Batch1,18.273874,10.276554
Cell47-0,Group3,Batch1,-3.0998685,13.759857
Cell48-0,Group2,Batch1,3.7490275,6.850967
Cell49-0,Group4,Batch1,18.861681,8.977608
Cell50-0,Group4,Batch1,17.015179,8.573181
Cell51-0,Group2,Batch1,3.2332861,7.127682
Cell52-0,Group3,Batch1,-3.3198352,15.225225
Cell53-0,Group3,Batch1,-4.0449824,14.929165
Cell54-0,Group2,Batch1,3.5261824,8.898742
Cell55-0,Group2,Batch1,2.9668684,7.3028097
Cell56-0,Group2,Batch1,2.6227016,7.2283254
Cell57-0,Group4,Batch1,17.381453,8.117434
Cell58-0,Group2,Batch1,2.658576,7.7007294
Cell59-0,Group4,Batch1,17.210846,7.5489955
Cell60-0,Group3,Batch1,-3.4646845,14.229326
Cell61-0,Group3,Batch1,-3.1534846,14.072461
Cell62-0,Group2,Batch1,2.4932957,6.8927956
Cell63-0,Group2,Batch1,3.8238096,7.5355334
Cell64-0,Group4,Batch1,17.577509,8.043784
Cell65-0,Group4,Batch1,18.32327,8.0363655
Cell66-0,Group4,Batch1,16.914608,10.861548
Cell67-0,Group4,Batch1,17.79189,8.573072
Cell68-0,Group1,Batch1,7.1029696,-11.646576
Cell69-0,Group4,Batch1,18.450768,10.778023
Cell70-0,Group2,Batch1,3.0186074,7.884805
Cell71-0,Group3,Batch1,-4.0509048,14.56057
Cell72-0,Group2,Batch1,4.2137527,7.2156334
Cell73-0,Group4,Batch1,17.623531,12.299539
Cell74-0,Group2,Batch1,2.7269435,7.5282397
Cell75-0,Group3,Batch1,-4.149692,14.160621
Cell76-0,Group2,Batch1,4.063197,6.404333
Cell77-0,Group3,Batch1,-3.5664897,14.247408
Cell78-0,Group3,Batch1,-3.1547976,15.19451
Cell79-0,Group3,Batch1,-4.0185995,14.343469
Cell80-0,Group2,Batch1,2.282125,7.8020654
Cell81-0,Group4,Batch1,18.682808,7.6857395
Cell82-0,Group2,Batch1,3.4869199,7.109992
Cell83-0,Group2,Batch1,2.938068,7.6422215
Cell84-0,Group3,Batch1,-3.9816668,14.388866
Cell85-0,Group2,Batch1,2.9025443,6.8481054
Cell86-0,Group4,Batch1,18.212423,9.496905
Cell87-0,Group3,Batch1,-3.5530384,13.174179
Cell88-0,Group4,Batch1,18.655605,7.8572974
Cell89-0,Group4,Batch1,17.347675,8.801746
Cell90-0,Group4,Batch1,18.0956,7.9909825
Cell91-0,Group4,Batch1,19.120588,9.641302
Cell92-0,Group4,Batch1,16.899294,8.854541
Cell93-0,Group4,Batch1,17.488317,9.836353
Cell94-0,Group2,Batch1,4.0121536,7.2547207
Cell95-0,Group2,Batch1,2.940463,7.88296
Cell96-0,Group4,Batch1,17.894316,9.290512
Cell97-0,Group2,Batch1,2.8971336,7.9612336
Cell98-0,Group3,Batch1,-2.58798,13.767552
Cell99-0,Group2,Batch1,2.6229322,7.3084445
Cell100-0,Group4,Batch1,17.18317,9.538806
Cell101-0,Group4,Batch1,16.743801,8.522144
Cell102-0,Group4,Batch1,16.674047,8.485348
Cell103-0,Group4,Batch1,17.295553,8.506052
Cell104-0,Group2,Batch1,2.5407858,7.001453
Cell105-0,Group2,Batch1,3.159355,7.3051515
Cell106-0,Group4,Batch1,17.72229,9.0781765
Cell107-0,Group4,Batch1,18.570675,9.218135
Cell108-0,Group2,Batch1,3.2102277,7.8505654
Cell109-0,Group3,Batch1,-3.4479263,13.922589
Cell110-0,Group4,Batch1,16.8046,8.594889
Cell111-0,Group4,Batch1,16.652212,9.117526
Cell112-0,Group3,Batch1,-3.5709436,13.48155
Cell113-0,Group2,Batch1,3.267791,7.099735
Cell114-0,Group1,Batch1,6.7974124,-11.687292
Cell115-0,Group2,Batch1,4.0950513,7.5544715
Cell116-0,Group2,Batch1,2.5038626,7.274184
Cell117-0,Group2,Batch1,4.859041,7.1391726
Cell118-0,Group4,Batch1,17.18839,7.90443
Cell119-0,Group3,Batch1,-3.2044773,13.969545
Cell120-0,Group4,Batch1,17.895897,12.733901
Cell121-0,Group2,Batch1,2.8499675,6.433158
Cell122-0,Group3,Batch1,-2.9784875,15.489195
Cell123-0,Group2,Batch1,2.608318,6.903609
Cell124-0,Group2,Batch1,4.5874624,6.028855
Cell125-0,Group2,Batch1,2.4474254,7.0498457
Cell126-0,Group4,Batch1,18.204826,8.373514
Cell127-0,Group2,Batch1,4.361812,7.1376004
Cell128-0,Group2,Batch1,3.5198576,9.32782
Cell129-0,Group3,Batch1,-3.7259798,12.982647
Cell130-0,Group4,Batch1,16.832697,8.476551
Cell131-0,Group2,Batch1,3.6780534,7.680324
Cell132-0,Group2,Batch1,2.7103186,7.150514
Cell133-0,Group1,Batch1,7.310723,-12.21187
Cell134-0,Group2,Batch1,3.0859098,6.9324894
Cell135-0,Group4,Batch1,17.511723,8.869295
Cell136-0,Group3,Batch1,-2.6852515,13.981417
Cell137-0,Group4,Batch1,16.763966,8.34991
Cell138-0,Group4,Batch1,17.519829,8.849853
Cell139-0,Group4,Batch1,16.864643,8.219901
Cell140-0,Group3,Batch1,-3.850664,13.84597
Cell141-0,Group3,Batch1,-3.8393092,13.897712
Cell142-0,Group3,Batch1,-3.7051132,14.400632
Cell143-0,Group4,Batch1,17.924173,7.9097695
Cell144-0,Group3,Batch1,-4.337836,13.563893
Cell145-0,Group4,Batch1,16.683468,8.77067
Cell146-0,Group1,Batch1,6.9825983,-11.53775
Cell147-0,Group4,Batch1,17.150764,9.064351
Cell148-0,Group1,Batch1,7.2272625,-12.108857
Cell149-0,Group1,Batch1,6.8388276,-11.651651
Cell150-0,Group4,Batch1,17.54249,8.786904
Cell151-0,Group4,Batch1,17.281387,9.45755
Cell152-0,Group2,Batch1,4.1003704,6.1361265
Cell153-0,Group3,Batch1,-3.252176,14.199097
Cell154-0,Group2,Batch1,2.422738,7.1101227
Cell155-0,Group2,Batch1,3.4731512,6.377605
Cell156-0,Group1,Batch1,6.8745055,-11.829589
Cell157-0,Group1,Batch1,6.82544,-11.480588
Cell158-0,Group4,Batch1,18.93687,7.9124045
Cell159-0,Group3,Batch1,-3.9271932,13.622528
Cell160-0,Group2,Batch1,3.0240638,6.960793
Cell161-0,Group2,Batch1,3.7997322,6.539399
Cell162-0,Group4,Batch1,18.903963,8.773946
Cell163-0,Group2,Batch1,2.9251168,6.7647204
Cell164-0,Group3,Batch1,-4.0566945,13.612399
Cell165-0,Group3,Batch1,-3.2380996,13.818011
Cell166-0,Group1,Batch1,6.696137,-12.049362
Cell167-0,Group2,Batch1,4.452281,6.029599
Cell168-0,Group2,Batch1,2.9320285,6.5409465
Cell169-0,Group4,Batch1,17.186838,9.292885
Cell170-0,Group2,Batch1,4.0733285,7.8824925
Cell171-0,Group3,Batch1,-3.4292338,14.31111
Cell172-0,Group3,Batch1,-3.751935,13.297153
Cell173-0,Group3,Batch1,-4.2221007,14.268671
Cell174-0,Group3,Batch1,-4.3738775,13.812954
Cell175-0,Group2,Batch1,3.3098872,7.158951
Cell176-0,Group3,Batch1,-3.3474028,13.689662
Cell177-0,Group2,Batch1,3.0292125,7.4788084
Cell178-0,Group2,Batch1,3.3526556,8.710733
Cell179-0,Group4,Batch1,18.471338,7.9401374
Cell180-0,Group4,Batch1,17.100763,8.307646
Cell181-0,Group2,Batch1,2.8264546,7.8140397
Cell182-0,Group4,Batch1,18.11012,8.524261
Cell183-0,Group3,Batch1,-3.5792363,13.344537
Cell184-0,Group4,Batch1,17.237633,10.139863
Cell185-0,Group3,Batch1,-3.7513452,14.827851
Cell186-0,Group4,Batch1,17.515577,8.268285
Cell187-0,Group2,Batch1,3.4526024,7.94834
Cell188-0,Group3,Batch1,-2.995152,14.751208
Cell189-0,Group2,Batch1,3.3643873,6.7686467
Cell190-0,Group2,Batch1,3.4290907,6.304425
Cell191-0,Group4,Batch1,16.640713,8.447696
Cell192-0,Group2,Batch1,3.845167,7.020863
Cell193-0,Group2,Batch1,3.3283575,6.795059
Cell194-0,Group4,Batch1,17.1249,9.578039
Cell195-0,Group2,Batch1,3.4112039,7.3340797
Cell196-0,Group4,Batch1,16.794544,8.142332
Cell197-0,Group2,Batch1,4.23065,6.72191
Cell198-0,Group2,Batch1,3.3288116,7.676644
Cell199-0,Group2,Batch1,3.5484369,7.9992843
Cell200-0,Group3,Batch1,-4.1602297,13.934749
Cell201-0,Group4,Batch1,18.930439,8.718733
Cell202-0,Group4,Batch1,18.901972,7.810775
Cell203-0,Group2,Batch1,2.8801117,8.148625
Cell204-0,Group3,Batch1,-3.5697718,14.121906
Cell205-0,Group1,Batch1,6.7820187,-11.922141
Cell206-0,Group2,Batch1,2.5464294,7.4167705
Cell207-0,Group4,Batch1,16.939594,8.952763
Cell208-0,Group3,Batch1,-3.9997811,14.488293
Cell209-0,Group3,Batch1,-3.399952,14.105237
Cell210-0,Group3,Batch1,-3.8930233,14.338244
Cell211-0,Group4,Batch1,17.220694,7.9654136
Cell212-0,Group4,Batch1,17.251936,7.7064238
Cell213-0,Group4,Batch1,18.034565,7.604419
Cell214-0,Group2,Batch1,2.787368,7.9256864
Cell215-0,Group4,Batch1,18.486177,8.565306
Cell216-0,Group4,Batch1,16.864943,10.654358
Cell217-0,Group2,Batch1,3.0843883,6.470551
Cell218-0,Group2,Batch1,3.5998933,7.471164
Cell219-0,Group4,Batch1,19.354523,8.09765
Cell220-0,Group2,Batch1,2.4846044,7.680047
Cell221-0,Group4,Batch1,17.641552,8.742633
Cell222-0,Group2,Batch1,2.909682,7.4715223
Cell223-0,Group4,Batch1,16.823872,9.194355
Cell224-0,Group4,Batch1,18.185558,9.05753
Cell225-0,Group3,Batch1,-2.4275792,15.284707
Cell226-0,Group4,Batch1,17.419945,8.562758
Cell227-0,Group4,Batch1,17.80793,8.595859
Cell228-0,Group3,Batch1,-3.9911828,13.935588
Cell229-0,Group2,Batch1,3.2897272,8.77514
Cell230-0,Group4,Batch1,17.017471,7.8397884
Cell231-0,Group4,Batch1,17.404596,8.570329
Cell232-0,Group4,Batch1,17.661816,8.227303
Cell233-0,Group4,Batch1,17.754477,8.607992
Cell234-0,Group4,Batch1,17.034435,9.395039
Cell235-0,Group3,Batch1,-3.595838,13.774146
Cell236-0,Group4,Batch1,17.38485,8.572924
Cell237-0,Group4,Batch1,16.839237,9.68911
Cell238-0,Group2,Batch1,2.8411965,7.368093
Cell239-0,Group4,Batch1,16.911957,8.655165
Cell240-0,Group2,Batch1,4.8037586,6.6355777
Cell241-0,Group2,Batch1,3.435279,6.3186793
Cell242-0,Group2,Batch1,2.5243566,7.4377265
Cell243-0,Group3,Batch1,-3.2003598,14.097463
Cell244-0,Group2,Batch1,3.728441,6.9710045
Cell245-0,Group4,Batch1,17.19775,8.449992
Cell246-0,Group3,Batch1,-3.7413445,15.172948
Cell247-0,Group4,Batch1,16.74499,10.196709
Cell248-0,Group4,Batch1,17.66464,7.6762276
Cell249-0,Group2,Batch1,2.9807532,6.661496
Cell250-0,Group4,Batch1,18.730568,7.7179065
Cell251-0,Group4,Batch1,17.171217,8.714715
Cell252-0,Group2,Batch1,2.9135795,8.548869
Cell253-0,Group4,Batch1,17.456621,7.903843
Cell254-0,Group2,Batch1,3.1435127,8.19056
Cell255-0,Group4,Batch1,17.426928,9.354828
Cell256-0,Group1,Batch1,6.625025,-11.744765
Cell257-0,Group3,Batch1,-3.475323,13.88962
Cell258-0,Group3,Batch1,-3.3281112,14.689408
Cell259-0,Group2,Batch1,2.9959238,6.7230773
