CellID,Group,Batch,UMAP1,UMAP2
Cell1,Group4,Batch1,-5.493276,2.0406675
Cell2,Group4,Batch1,-4.6817517,-0.38639072
Cell3,Group3,Batch1,-6.3066773,2.1066852
Cell4,Group3,Batch1,-4.9767838,2.760241
Cell5,Group3,Batch1,-6.1256223,1.8393646
Cell6,Group2,Batch1,9.005966,-1.3719921
Cell7,Group4,Batch1,-4.4434056,2.5239742
Cell8,Group3,Batch1,-8.096936,2.7319574
Cell9,Group4,Batch1,-3.8821008,2.570539
Cell10,Group2,Batch1,10.96679,-1.2386847
Cell11,Group3,Batch1,-7.548128,1.691244
Cell12,Group2,Batch1,10.516578,0.46547386
Cell13,Group4,Batch1,-4.2167974,2.8132448
Cell14,Group2,Batch1,8.213768,-0.08499921
Cell15,Group2,Batch1,9.07657,-0.5588843
Cell16,Group4,Batch1,-4.664518,0.64140826
Cell17,Group1,Batch1,10.519421,8.9558325
Cell18,Group3,Batch1,-7.1879735,2.208868
Cell19,Group2,Batch1,11.124812,-0.64040583
Cell20,Group1,Batch1,10.930407,8.156471
Cell21,Group4,Batch1,-3.977582,4.037369
Cell22,Group4,Batch1,-3.048213,1.6020851
Cell23,Group2,Batch1,11.008504,-0.82406104
Cell24,Group2,Batch1,9.872827,-0.9529043
Cell25,Group4,Batch1,-4.1912613,1.2425723
Cell26,Group1,Batch1,10.811839,7.9665647
Cell27,Group4,Batch1,-3.3799605,2.4015949
Cell28,Group4,Batch1,-5.194629,3.288748
Cell29,Group4,Batch1,-4.793842,2.4306707
Cell30,Group4,Batch1,-5.497373,2.2931528
Cell31,Group2,Batch1,10.92881,-1.5236765
Cell32,Group2,Batch1,10.076576,-1.8759634
Cell33,Group2,Batch1,9.125119,-1.3183289
Cell34,Group4,Batch1,-3.7325423,3.2815952
Cell35,Group2,Batch1,11.094378,-0.7099922
Cell36,Group4,Batch1,-2.5960135,2.681505
Cell37,Group2,Batch1,10.214507,0.6775967
Cell38,Group4,Batch1,-2.656747,2.0852458
Cell39,Group2,Batch1,8.814965,-0.1185465
Cell40,Group3,Batch1,-7.3180404,1.5436918
Cell41,Group3,Batch1,-7.0306735,3.8534844
Cell42,Group3,Batch1,-4.609936,0.7252836
Cell43,Group2,Batch1,8.788876,-0.037287444
Cell44,Group4,Batch1,-3.0190156,1.7869835
Cell45,Group3,Batch1,-6.86198,2.3936975
Cell46,Group4,Batch1,-5.960969,0.56049716
Cell47,Group3,Batch1,-7.3657312,3.525476
Cell48,Group2,Batch1,10.75807,-1.044389
Cell49,Group4,Batch1,-2.6368594,2.3596659
Cell50,Group4,Batch1,-5.3533382,1.1746848
Cell51,Group2,Batch1,8.774793,-1.671241
Cell52,Group3,Batch1,-6.227156,3.4463756
Cell53,Group3,Batch1,-7.549238,2.1181889
Cell54,Group2,Batch1,9.33794,0.82398754
Cell55,Group2,Batch1,8.938696,-1.3306403
Cell56,Group2,Batch1,9.942216,-1.134884
Cell57,Group4,Batch1,-2.8564353,1.3365785
Cell58,Group2,Batch1,10.296742,0.0573626
Cell59,Group4,Batch1,-4.6906595,2.9801648
Cell60,Group3,Batch1,-7.28597,1.1884246
Cell61,Group3,Batch1,-6.635992,2.5036883
Cell62,Group2,Batch1,11.415659,-0.93566793
Cell63,Group2,Batch1,8.7204275,0.33908793
Cell64,Group4,Batch1,-4.3100734,1.5136015
Cell65,Group4,Batch1,-4.153726,3.374421
Cell66,Group4,Batch1,-4.9856396,1.4371785
Cell67,Group4,Batch1,-4.227023,0.7981609
Cell68,Group1,Batch1,10.862315,8.468035
Cell69,Group4,Batch1,-4.1355247,0.95934325
Cell70,Group2,Batch1,9.058302,-1.5469047
Cell71,Group3,Batch1,-6.6632805,3.801734
Cell72,Group2,Batch1,10.658194,-0.23509407
Cell73,Group4,Batch1,-4.5966835,0.18166111
Cell74,Group2,Batch1,8.558137,-0.48464233
